epoch_time,temp_min,temp_max,prec
1264950000,3.0,9.9,115.0
1267369200,5.1,13.2,143.5
1270047600,8.6,16.6,214.0
1272639600,15.4,23.0,114.0
1275318000,20.5,27.5,108.0
1277910000,25.0,31.6,70.0
1280588400,27.0,33.5,27.0
1283266800,22.3,29.0,428.0
1285858800,16.5,21.8,211.0
1288537200,10.0,17.2,94.5
1291129200,6.2,13.7,145.5
1293807600,1.5,9.1,3.5
1296486000,3.2,11.2,151.0
1298905200,4.0,12.3,74.0
1301583600,10.3,18.9,96.0
1304175600,15.0,22.2,213.5
1306854000,19.9,26.0,116.5
1309446000,24.5,30.9,54.5
1312124400,24.6,31.2,244.0
1314802800,22.0,28.8,235.0
1317394800,16.5,23.0,119.5
1320073200,11.7,18.3,112.5
1322665200,4.2,11.1,59.5
1325343600,1.8,8.3,50.0
1328022000,2.2,9.1,94.0
1330527600,5.3,12.5,144.5
1333206000,11.0,18.5,118.5
1335798000,16.1,23.6,231.0
1338476400,18.6,24.8,185.0
1341068400,23.5,30.1,130.0
1343746800,26.3,33.1,25.0
1346425200,23.3,29.8,214.5
1349017200,16.2,23.0,154.5
1351695600,9.6,16.3,154.0
1354287600,3.8,11.2,69.0
1356966000,1.8,9.6,70.0
1359644400,2.7,10.3,30.0
1362063600,7.9,16.4,44.5
1364742000,10.8,19.2,283.0
1367334000,16.0,24.1,56.0
1370012400,20.0,26.5,159.0
1372604400,24.2,31.4,115.5
1375282800,26.0,33.2,99.0
1377961200,21.8,28.8,231.5
1380553200,17.0,23.0,440.0
1383231600,9.8,17.4,26.0
1385823600,4.9,12.1,59.5
