time,min,max,prec
-662720400,3.4,10.5,47.8
-662634000,3.4,16.8,0.0
-662547600,1.4,9.3,6.7
-662461200,3.2,13.9,0.0
-662374800,0.9,9.2,0.0
-662288400,-0.8,9.8,0.0
-662202000,-3.6,10.7,0.0
-662115600,-0.6,9.8,0.0
-662029200,0.3,10.7,0.0
-661942800,-1.8,8.8,0.0
-661856400,-2.3,10.6,0.0
-661770000,-0.8,10.6,0.0
-661683600,0.2,13.6,0.0
-661597200,3.3,9.3,0.0
-661510800,2.2,7.2,0.0
-661424400,0.9,9.6,0.0
-661338000,-1.6,8.5,0.0
-661251600,-3.0,11.3,0.0
-661165200,-1.8,8.5,0.0
-661078800,0.8,11.3,0.0
-660992400,-1.6,11.7,0.0
-660906000,0.0,13.9,0.0
-660819600,-0.8,16.2,0.0
-660733200,-0.3,13.6,0.0
-660646800,2.0,14.3,0.0
-660560400,1.2,11.9,0.0
-660474000,-2.2,12.0,0.0
-660387600,-1.6,13.2,0.0
-660301200,-1.8,14.1,0.0
-660214800,3.1,19.1,0.0
-660128400,3.2,13.9,0.0
-660042000,7.6,13.8,0.0
-659955600,7.3,14.0,0.4
-659869200,7.0,9.3,7.0
-659782800,6.9,16.4,2.8
-659696400,1.0,13.4,0.0
-659610000,-1.6,12.7,0.0
-659523600,-0.3,11.3,0.0
-659437200,-1.3,10.2,0.0
-659350800,-2.4,11.0,0.0
-659264400,-0.6,4.2,2.0
-659178000,-4.0,10.7,0.0
-659091600,3.3,9.4,50.7
-659005200,5.1,17.4,0.0
-658918800,3.8,11.9,0.0
-658832400,1.9,10.8,0.0
-658746000,0.0,10.3,0.0
-658659600,-0.2,10.3,0.0
-658573200,-2.0,11.7,0.0
-658486800,1.4,13.3,0.0
-658400400,-0.6,15.6,0.0
-658314000,4.5,13.4,0.0
-658227600,3.3,8.0,0.1
-658141200,1.8,8.1,0.1
-658054800,-1.7,10.8,0.0
-657968400,4.1,14.2,7.0
-657882000,6.8,11.4,0.2
-657795600,5.4,9.9,0.6
-657709200,0.2,9.2,0.0
-657622800,-1.3,9.6,0.0
-657536400,-2.2,14.0,0.0
-657450000,0.5,8.7,0.0
-657363600,-0.8,12.1,0.0
-657277200,1.2,16.3,1.3
-657190800,4.4,12.4,0.9
-657104400,1.8,12.8,0.0
-657018000,-0.6,10.6,0.0
-656931600,4.5,12.1,1.9
-656845200,2.9,20.6,0.0
-656758800,8.7,15.6,0.0
-656672400,6.2,16.6,0.0
-656586000,3.2,10.6,4.4
-656499600,0.6,7.9,19.5
-656413200,2.4,5.8,4.0
-656326800,0.1,9.7,0.0
-656240400,-0.2,10.3,0.0
-656154000,2.5,18.5,10.4
-656067600,-0.2,9.1,0.0
-655981200,0.6,11.3,0.0
-655894800,1.6,9.3,0.0
-655808400,1.6,7.6,0.4
-655722000,2.7,9.8,0.0
-655635600,1.5,9.7,0.0
-655549200,0.9,12.6,0.0
-655462800,3.6,13.7,0.0
-655376400,1.8,7.2,5.8
-655290000,1.8,12.8,0.3
-655203600,3.6,13.5,5.2
-655117200,1.7,15.0,0.0
-655030800,4.7,14.2,2.7
-654944400,5.6,19.2,2.7
-654858000,3.8,14.0,0.0
-654771600,3.6,7.5,11.5
-654685200,7.4,18.2,30.1
-654598800,6.6,15.6,0.0
-654512400,5.7,11.3,7.8
-654426000,1.8,17.9,0.0
-654339600,1.6,16.4,0.0
-654253200,4.2,17.9,0.0
-654166800,6.5,18.5,0.8
-654080400,5.8,13.1,23.7
-653994000,6.0,16.2,1.6
-653907600,4.6,16.1,3.9
-653821200,7.2,16.8,1.6
-653734800,6.0,15.5,0.0
-653648400,4.6,14.8,0.0
-653562000,2.7,16.6,0.0
-653475600,6.3,20.1,0.1
-653389200,12.8,19.7,7.0
-653302800,11.3,23.0,0.0
-653216400,13.2,17.2,10.1
-653130000,11.3,23.0,0.0
-653043600,11.5,15.7,5.5
-652957200,9.9,22.2,0.0
-652870800,11.5,22.3,0.0
-652784400,8.9,21.1,0.0
-652698000,10.9,14.1,14.1
-652611600,10.8,20.9,0.0
-652525200,7.9,18.1,0.0
-652438800,7.3,19.9,0.0
-652352400,12.6,16.4,2.8
-652266000,12.3,20.9,0.0
-652179600,8.2,21.0,0.0
-652093200,9.0,22.2,0.0
-652006800,12.9,22.5,0.0
-651920400,16.3,23.6,0.8
-651834000,14.5,21.4,0.0
-651747600,15.2,26.6,0.0
-651661200,10.9,23.9,0.0
-651574800,13.5,25.8,0.0
-651488400,13.7,27.6,0.0
-651402000,14.1,24.6,0.2
-651315600,18.2,26.0,14.1
-651229200,16.2,25.2,16.0
-651142800,12.6,18.0,0.2
-651056400,11.9,23.4,0.0
-650970000,12.7,26.2,0.0
-650883600,16.3,24.8,0.0
-650797200,17.3,23.8,0.0
-650710800,14.0,18.6,31.3
-650624400,11.8,26.5,0.0
-650538000,11.8,24.6,0.0
-650451600,15.6,18.6,14.4
-650365200,15.0,23.6,25.2
-650278800,15.9,24.4,3.2
-650192400,15.7,26.0,0.0
-650106000,13.2,25.4,0.0
-650019600,14.9,24.3,0.0
-649933200,13.8,25.0,0.0
-649846800,15.7,24.3,0.3
-649760400,15.9,20.9,1.2
-649674000,14.8,24.4,0.0
-649587600,12.9,22.8,0.0
-649501200,14.6,21.5,0.0
-649414800,14.0,23.7,0.0
-649328400,17.4,24.1,0.1
-649242000,17.5,26.6,0.0
-649155600,15.3,19.5,35.5
-649069200,12.3,16.7,14.2
-648982800,11.3,13.8,18.8
-648896400,11.4,20.8,17.5
-648810000,16.3,25.3,0.0
-648723600,16.6,26.3,0.0
-648637200,16.7,25.8,0.0
-648550800,18.3,24.2,0.0
-648464400,16.9,25.5,0.0
-648378000,17.6,20.9,27.5
-648291600,17.5,24.3,0.0
-648205200,19.1,24.8,0.4
-648118800,19.3,21.0,98.7
-648032400,17.1,20.4,8.1
-647946000,16.6,18.7,22.8
-647859600,17.6,27.0,22.0
-647773200,20.5,30.1,0.0
-647686800,19.5,24.3,0.0
-647600400,15.5,22.3,2.2
-647514000,15.4,23.5,0.0
-647427600,16.2,22.8,0.0
-647341200,15.1,24.7,0.0
-647254800,18.3,27.0,0.0
-647168400,18.3,20.9,16.5
-647082000,18.6,28.5,0.0
-646995600,19.0,23.6,0.1
-646909200,16.7,20.4,6.3
-646822800,15.5,24.2,3.8
-646736400,17.6,27.2,0.7
-646650000,20.3,22.3,50.7
-646563600,19.8,28.2,0.4
-646477200,20.3,26.8,2.7
-646390800,19.6,29.2,0.0
-646304400,20.3,29.3,0.0
-646218000,22.8,28.3,0.0
-646131600,22.9,29.7,0.0
-646045200,23.1,29.8,0.0
-645958800,22.5,30.2,0.0
-645872400,22.6,31.3,0.0
-645786000,22.6,31.8,0.0
-645699600,22.9,31.8,0.0
-645613200,23.5,33.4,0.0
-645526800,25.2,33.2,0.0
-645440400,25.1,33.2,0.0
-645354000,25.2,33.8,0.0
-645267600,23.7,32.2,0.0
-645181200,23.8,33.6,0.0
-645094800,24.8,33.2,0.0
-645008400,23.4,32.4,0.0
-644922000,22.6,26.6,0.8
-644835600,22.1,29.5,0.0
-644749200,23.6,31.4,11.1
-644662800,24.8,31.5,4.0
-644576400,22.5,31.6,0.2
-644490000,20.7,27.0,0.8
-644403600,21.5,31.3,0.0
-644317200,22.6,30.1,0.0
-644230800,21.4,28.6,0.0
-644144400,23.0,30.9,0.0
-644058000,22.2,32.4,0.0
-643971600,23.0,33.1,0.0
-643885200,24.0,33.4,0.0
-643798800,24.2,33.7,0.0
-643712400,23.6,31.9,0.0
-643626000,23.1,33.5,0.0
-643539600,21.7,33.2,0.0
-643453200,21.5,31.9,0.0
-643366800,23.9,33.7,0.0
-643280400,23.3,32.5,0.0
-643194000,23.5,33.3,0.0
-643107600,23.4,31.5,1.5
-643021200,21.6,30.0,0.0
-642934800,21.3,31.9,1.3
-642848400,24.3,28.1,7.6
-642762000,23.4,30.7,1.6
-642675600,24.3,34.1,0.0
-642589200,23.9,31.9,0.0
-642502800,23.5,32.0,0.0
-642416400,19.9,28.7,141.0
-642330000,19.6,27.9,24.3
-642243600,20.7,29.9,0.0
-642157200,23.2,30.9,0.0
-642070800,24.9,30.4,8.3
-641984400,24.6,30.9,0.0
-641898000,24.3,32.0,5.1
-641811600,23.4,27.8,62.5
-641725200,24.3,28.9,2.4
-641638800,21.3,24.6,95.4
-641552400,21.1,31.3,1.0
-641466000,22.5,28.6,0.0
-641379600,20.9,29.0,0.0
-641293200,18.3,28.0,0.0
-641206800,16.2,29.2,0.0
-641120400,18.3,29.4,0.0
-641034000,21.8,31.1,0.0
-640947600,19.6,25.1,24.7
-640861200,17.2,22.3,8.2
-640774800,16.4,21.7,6.6
-640688400,16.9,23.5,3.4
-640602000,16.7,23.7,0.5
-640515600,15.6,26.2,0.0
-640429200,16.0,26.5,0.0
-640342800,18.5,29.6,0.0
-640256400,19.5,25.7,0.1
-640170000,18.7,28.7,0.5
-640083600,18.1,31.3,0.0
-639997200,19.9,24.3,2.7
-639910800,18.4,25.0,33.8
-639824400,19.5,26.9,19.1
-639738000,18.4,26.5,0.0
-639651600,17.0,26.7,0.0
-639565200,17.4,28.9,0.0
-639478800,18.1,31.0,1.6
-639392400,17.7,25.8,0.1
-639306000,16.1,25.3,0.0
-639219600,16.6,25.8,0.0
-639133200,17.2,21.7,0.1
-639046800,14.1,24.0,0.0
-638960400,11.7,23.4,0.0
-638874000,13.9,16.7,2.6
-638787600,14.1,16.7,37.6
-638701200,13.2,15.9,24.4
-638614800,14.4,23.5,0.1
-638528400,14.1,23.3,0.0
-638442000,14.6,19.9,48.2
-638355600,14.1,24.3,11.5
-638269200,13.5,23.7,0.0
-638182800,14.0,21.6,0.0
-638096400,15.4,21.2,0.1
-638010000,15.0,21.6,1.4
-637923600,13.8,17.1,10.9
-637837200,13.1,23.1,0.0
-637750800,12.8,22.1,0.0
-637664400,11.2,22.0,2.3
-637578000,15.4,18.8,15.1
-637491600,15.0,21.9,0.0
-637405200,13.5,17.5,12.0
-637318800,13.9,18.6,4.0
-637232400,11.6,22.2,0.0
-637146000,8.3,20.9,0.0
-637059600,11.3,14.5,11.6
-636973200,10.0,22.9,0.0
-636886800,13.6,16.0,36.1
-636800400,11.3,20.2,78.7
-636714000,11.4,15.8,0.2
-636627600,8.6,19.6,0.0
-636541200,5.2,18.2,0.0
-636454800,6.2,17.6,0.0
-636368400,6.2,20.4,0.0
-636282000,4.8,15.5,0.0
-636195600,5.8,15.7,21.4
-636109200,7.7,22.2,0.4
-636022800,5.1,20.6,0.0
-635936400,4.9,18.3,0.0
-635850000,7.9,17.1,0.0
-635763600,7.7,14.1,6.8
-635677200,6.4,15.8,0.0
-635590800,3.0,14.5,0.0
-635504400,4.2,8.9,3.4
-635418000,6.0,12.6,6.3
-635331600,11.4,23.5,0.0
-635245200,10.4,16.2,0.0
-635158800,8.3,13.8,0.0
-635072400,7.4,12.3,0.0
-634986000,4.8,14.7,0.0
-634899600,3.9,10.9,0.2
-634813200,5.4,8.0,2.5
-634726800,7.5,13.4,0.0
-634640400,8.7,13.2,27.6
-634554000,8.9,14.4,53.4
-634467600,3.8,11.1,24.3
-634381200,2.7,13.1,0.0
-634294800,6.3,10.8,0.2
-634208400,8.0,11.2,0.5
-634122000,4.9,8.3,19.9
-634035600,2.8,12.9,0.0
-633949200,5.4,13.3,0.2
-633862800,8.9,13.2,21.2
-633776400,7.9,16.5,0.0
-633690000,9.0,11.7,0.9
-633603600,9.6,15.8,0.0
-633517200,7.3,15.8,0.0
-633430800,5.2,14.5,0.0
-633344400,2.6,12.9,0.0
-633258000,-0.8,8.3,0.0
-633171600,-0.9,11.7,0.0
-633085200,-0.1,11.6,0.0
-632998800,3.3,15.0,0.0
-632912400,1.0,12.9,0.0
-632826000,5.2,9.8,0.0
-632739600,5.0,8.9,14.6
-632653200,3.3,14.0,0.0
-632566800,0.7,13.4,0.0
-632480400,1.7,14.7,0.0
-632394000,1.8,12.5,0.0
-632307600,1.2,10.3,0.0
-632221200,3.1,8.1,3.0
-632134800,0.8,5.5,32.7
-632048400,-0.1,9.6,0.0
-631962000,0.8,10.0,0.0
-631875600,3.4,8.2,5.4
-631789200,-0.2,7.9,0.1
-631702800,-3.8,7.7,0.0
-631616400,-1.1,2.3,7.1
-631530000,-1.4,8.3,0.0
-631443600,-3.6,5.6,0.0
-631357200,-5.3,6.7,0.0
-631270800,-0.9,4.6,1.5
-631184400,2.2,4.7,16.7
-631098000,3.4,8.3,0.1
-631011600,4.1,11.7,0.0
-630925200,2.3,9.2,0.0
-630838800,0.6,5.8,0.0
-630752400,-2.8,7.5,0.0
-630666000,-3.3,7.3,0.0
-630579600,-4.6,9.8,0.0
-630493200,-2.4,9.6,0.0
-630406800,0.4,5.8,20.6
-630320400,-2.0,7.4,0.0
-630234000,-2.4,10.8,0.0
-630147600,0.9,9.8,0.0
-630061200,-1.6,1.9,8.5
-629974800,1.7,10.4,1.2
-629888400,0.4,13.7,0.0
-629802000,-1.3,14.9,0.0
-629715600,2.8,8.4,0.6
-629629200,6.2,9.7,0.3
-629542800,2.4,11.8,0.0
-629456400,1.2,12.0,0.0
-629370000,1.7,8.1,0.0
-629283600,-1.4,11.5,0.0
-629197200,-0.7,8.1,0.0
-629110800,-3.4,10.2,0.0
-629024400,-2.6,12.8,2.6
-628938000,2.0,12.9,0.3
-628851600,2.5,18.2,0.0
-628765200,3.9,12.4,0.0
-628678800,2.7,5.9,15.5
-628592400,4.4,19.8,22.9
-628506000,1.4,8.5,0.0
-628419600,1.2,11.4,0.0
-628333200,1.2,4.8,7.7
-628246800,-0.1,8.1,0.1
-628160400,-1.1,9.9,0.1
-628074000,-2.6,11.2,0.0
-627987600,-1.6,14.8,0.0
-627901200,0.5,10.9,0.0
-627814800,6.3,21.4,7.4
-627728400,6.5,15.8,18.9
-627642000,4.3,7.8,6.7
-627555600,2.5,5.2,16.5
-627469200,1.8,9.5,0.0
-627382800,0.6,5.7,10.8
-627296400,-0.6,3.1,6.8
-627210000,0.3,4.1,0.4
-627123600,1.0,7.1,0.2
-627037200,0.4,8.7,0.0
-626950800,-2.4,10.7,0.0
-626864400,1.2,9.3,0.0
-626778000,-0.1,8.8,0.0
-626691600,-0.8,8.8,0.0
-626605200,1.7,11.8,0.0
-626518800,-2.1,7.9,0.0
-626432400,-0.9,13.0,0.0
-626346000,4.4,12.4,2.9
-626259600,-0.7,7.2,0.2
-626173200,-2.6,6.8,0.0
-626086800,-3.4,8.7,0.0
-626000400,-1.7,14.4,0.0
-625914000,1.8,9.9,0.7
-625827600,0.3,16.3,0.0
-625741200,0.8,17.7,0.0
-625654800,2.2,16.3,0.0
-625568400,7.7,17.9,16.8
-625482000,6.4,17.0,0.1
-625395600,4.9,9.1,1.2
-625309200,4.4,11.5,0.0
-625222800,4.6,18.4,0.0
-625136400,-0.7,9.5,0.0
-625050000,-2.4,10.2,0.0
-624963600,-1.6,10.6,0.0
-624877200,1.4,12.0,0.0
-624790800,0.2,13.0,0.0
-624704400,0.3,15.3,0.0
-624618000,3.5,15.0,6.5
-624531600,7.0,15.1,3.9
-624445200,3.6,10.4,3.5
-624358800,1.5,10.4,0.0
-624272400,-0.8,9.6,0.0
-624186000,1.6,14.4,0.0
-624099600,-1.2,14.0,0.0
-624013200,5.2,18.0,0.3
-623926800,7.9,12.9,35.4
-623840400,6.8,12.7,0.0
-623754000,6.6,12.6,0.5
-623667600,8.1,16.4,0.1
-623581200,7.8,12.8,0.3
-623494800,8.8,19.1,0.0
-623408400,11.2,15.9,47.4
-623322000,10.6,18.6,0.0
-623235600,8.9,17.8,0.0
-623149200,11.2,22.8,0.0
-623062800,10.4,15.0,7.4
-622976400,10.0,16.0,16.3
-622890000,7.2,11.3,13.6
-622803600,4.7,14.8,2.2
-622717200,6.0,16.0,0.0
-622630800,4.6,18.2,0.0
-622544400,8.2,18.2,0.0
-622458000,7.8,20.7,0.0
-622371600,9.1,20.1,0.0
-622285200,9.9,18.4,0.7
-622198800,8.3,17.1,0.0
-622112400,8.7,21.5,0.0
-622026000,11.7,21.0,0.0
-621939600,13.5,21.6,0.0
-621853200,15.0,24.4,0.0
-621766800,7.2,15.6,12.2
-621680400,7.1,13.3,24.6
-621594000,11.5,19.7,0.0
-621507600,11.8,17.9,0.0
-621421200,12.8,20.1,0.8
-621334800,12.8,17.8,21.7
-621248400,14.7,22.5,0.1
-621162000,12.8,19.5,0.4
-621075600,10.8,23.8,0.0
-620989200,10.5,23.3,0.0
-620902800,12.8,22.1,0.0
-620816400,15.4,23.3,0.0
-620730000,14.5,24.0,0.0
-620643600,16.1,21.7,4.9
-620557200,17.6,22.5,21.9
-620470800,19.0,22.5,21.2
-620384400,16.1,23.0,0.2
-620298000,13.8,23.8,0.0
-620211600,14.3,20.3,0.6
-620125200,12.5,24.0,0.0
-620038800,17.0,21.7,6.4
-619952400,16.8,24.6,1.8
-619866000,14.8,26.5,0.0
-619779600,16.1,24.4,0.0
-619693200,16.4,23.9,0.0
-619606800,13.0,27.6,0.0
-619520400,17.7,26.7,0.0
-619434000,17.5,28.0,0.4
-619347600,17.1,21.8,0.0
-619261200,18.4,29.1,0.0
-619174800,12.3,20.5,17.4
-619088400,12.1,25.7,0.0
-619002000,10.7,22.1,0.0
-618915600,13.2,24.9,0.0
-618829200,14.0,26.5,0.0
-618742800,15.2,24.1,0.2
-618656400,16.1,23.4,1.4
-618570000,15.3,21.3,28.9
-618483600,16.8,25.1,3.6
-618397200,17.3,24.9,0.0
-618310800,16.7,23.1,1.2
-618224400,15.2,22.6,1.7
-618138000,16.2,19.3,10.9
-618051600,14.8,16.8,18.4
-617965200,14.0,20.8,1.0
-617878800,16.7,21.6,32.5
-617792400,15.5,26.7,0.0
-617706000,16.4,26.6,0.0
-617619600,17.6,25.3,0.0
-617533200,15.4,26.1,0.5
-617446800,20.1,22.5,5.3
-617360400,20.9,22.5,13.7
-617274000,17.5,22.4,55.6
-617187600,17.5,24.0,29.5
-617101200,20.7,23.0,92.9
-617014800,18.2,21.3,46.6
-616928400,17.8,26.2,0.0
-616842000,18.5,27.4,0.0
-616755600,18.5,27.5,0.0
-616669200,18.6,26.3,9.9
-616582800,20.3,28.0,0.0
-616496400,20.6,24.2,14.9
-616410000,20.9,29.4,0.1
-616323600,22.7,26.1,1.2
-616237200,22.0,32.2,0.1
-616150800,22.3,30.0,0.0
-616064400,23.8,31.9,0.0
-615978000,22.9,30.7,0.0
-615891600,21.6,29.8,0.0
-615805200,20.1,24.4,31.3
-615718800,19.4,21.7,7.7
-615632400,17.3,27.0,0.0
-615546000,19.3,28.4,0.1
-615459600,22.6,33.0,0.7
-615373200,23.4,31.0,0.0
-615286800,22.1,27.8,0.2
-615200400,21.9,28.1,0.0
-615114000,20.9,31.6,0.0
-615027600,23.0,33.6,0.0
-614941200,24.0,33.7,0.0
-614854800,23.7,32.2,0.0
-614768400,23.9,28.2,2.6
-614682000,22.2,30.5,0.3
-614595600,22.3,30.0,1.8
-614509200,22.6,26.4,1.4
-614422800,20.7,30.3,0.0
-614336400,22.5,30.2,0.0
-614250000,24.0,30.5,0.0
-614163600,24.1,32.2,0.0
-614077200,24.7,31.4,0.0
-613990800,24.6,33.8,0.0
-613904400,24.4,32.2,0.0
-613818000,25.0,31.3,0.0
-613731600,25.2,32.2,0.0
-613645200,24.6,32.8,0.0
-613558800,25.0,34.2,0.0
-613472400,23.8,32.8,0.0
-613386000,23.7,32.7,0.0
-613299600,24.2,32.9,15.1
-613213200,25.2,28.8,76.3
-613126800,24.4,26.5,151.3
-613040400,24.6,30.3,0.8
-612954000,24.5,31.8,3.2
-612867600,24.8,30.0,28.1
-612781200,24.3,32.0,3.9
-612694800,23.6,26.2,53.8
-612608400,23.0,26.8,16.7
-612522000,24.6,27.8,48.4
-612435600,24.2,31.4,14.9
-612349200,24.3,31.2,0.0
-612262800,24.0,32.3,0.0
-612176400,21.9,31.8,0.0
-612090000,23.7,27.8,16.5
-612003600,23.2,30.9,42.9
-611917200,23.6,31.4,5.4
-611830800,24.0,32.0,0.5
-611744400,23.2,32.4,0.0
-611658000,22.8,32.6,0.0
-611571600,23.7,33.1,0.0
-611485200,23.4,32.1,0.0
-611398800,22.6,31.8,0.0
-611312400,23.1,31.9,0.0
-611226000,25.6,30.8,7.1
-611139600,25.9,31.7,10.0
-611053200,23.7,34.2,0.0
-610966800,25.0,33.3,0.0
-610880400,21.7,31.0,24.3
-610794000,21.4,24.0,10.0
-610707600,21.1,29.3,0.0
-610621200,23.7,31.3,0.0
-610534800,21.7,30.7,7.1
-610448400,20.1,24.2,4.5
-610362000,20.3,27.9,3.6
-610275600,20.2,29.1,0.0
-610189200,22.7,31.0,0.0
-610102800,24.7,31.8,0.0
-610016400,24.1,30.4,0.4
-609930000,23.5,33.1,0.0
-609843600,23.1,29.4,0.0
-609757200,22.2,29.5,0.0
-609670800,22.0,29.0,0.0
-609584400,21.5,27.6,0.3
-609498000,23.0,30.0,0.0
-609411600,24.5,30.9,0.0
-609325200,24.9,31.1,0.0
-609238800,24.0,30.1,0.0
-609152400,24.4,30.5,2.2
-609066000,23.9,31.6,1.5
-608979600,24.2,31.7,0.0
-608893200,24.9,32.7,0.0
-608806800,21.9,30.9,0.0
-608720400,22.9,28.8,9.4
-608634000,21.6,33.9,27.9
-608547600,18.1,22.8,9.6
-608461200,17.2,27.0,4.4
-608374800,14.6,24.1,0.7
-608288400,12.9,24.3,0.0
-608202000,15.7,22.5,0.5
-608115600,14.3,24.7,0.0
-608029200,15.2,26.6,0.0
-607942800,18.7,26.1,7.1
-607856400,18.9,30.2,0.9
-607770000,17.4,24.1,0.0
-607683600,16.3,23.0,0.0
-607597200,13.6,23.8,0.0
-607510800,15.0,21.2,18.3
-607424400,14.2,22.8,10.5
-607338000,14.4,17.3,32.4
-607251600,12.4,16.1,25.8
-607165200,12.5,20.9,4.8
-607078800,9.1,24.0,0.0
-606992400,9.8,28.9,0.0
-606906000,11.7,21.8,0.0
-606819600,15.4,19.3,5.0
-606733200,13.2,17.1,17.6
-606646800,12.5,16.3,3.3
-606560400,13.7,23.7,0.0
-606474000,12.7,25.0,0.0
-606387600,15.0,22.3,0.0
-606301200,14.9,26.3,0.1
-606214800,15.2,23.2,0.0
-606128400,12.1,22.3,0.0
-606042000,14.7,22.6,0.0
-605955600,12.5,22.7,0.0
-605869200,13.9,19.9,2.4
-605782800,12.0,16.8,2.6
-605696400,10.0,19.2,0.0
-605610000,9.9,18.5,0.0
-605523600,9.7,14.0,0.3
-605437200,9.4,15.6,0.0
-605350800,9.6,19.5,0.9
-605264400,8.5,19.1,0.0
-605178000,9.4,19.3,3.8
-605091600,11.3,16.6,10.8
-605005200,12.2,15.8,84.9
-604918800,12.5,22.8,1.8
-604832400,11.3,22.3,0.0
-604746000,10.5,15.6,0.5
-604659600,11.0,22.3,0.0
-604573200,13.3,23.6,4.3
-604486800,9.3,13.3,5.9
-604400400,10.2,14.2,2.7
-604314000,9.8,17.4,0.0
-604227600,8.8,17.9,0.0
-604141200,7.5,14.4,0.6
-604054800,10.8,14.6,1.4
-603968400,10.1,15.6,0.0
-603882000,7.1,18.5,0.0
-603795600,7.4,18.8,0.0
-603709200,3.0,12.8,0.0
-603622800,-0.4,13.3,0.0
-603536400,2.1,14.7,0.0
-603450000,8.4,15.9,34.0
-603363600,5.4,19.4,4.3
-603277200,2.4,16.6,0.0
-603190800,5.3,14.8,1.2
-603104400,8.3,20.8,1.7
-603018000,8.2,19.0,1.2
-602931600,10.6,16.0,4.1
-602845200,8.1,14.7,4.3
-602758800,3.3,11.5,1.6
-602672400,1.7,7.3,1.5
-602586000,4.5,11.2,2.4
-602499600,1.1,5.5,41.2
-602413200,1.1,11.0,1.7
-602326800,6.5,8.7,59.5
-602240400,5.8,13.8,0.2
-602154000,3.0,8.2,0.0
-602067600,0.1,10.4,0.0
-601981200,-0.8,10.9,0.0
-601894800,1.9,11.4,0.0
-601808400,-0.1,9.5,0.0
-601722000,0.9,11.9,5.0
-601635600,3.7,15.5,20.5
-601549200,2.7,14.4,0.0
-601462800,-0.7,13.2,0.0
-601376400,0.1,12.6,0.0
-601290000,4.8,15.3,0.0
-601203600,3.0,10.5,3.1
-601117200,3.1,12.5,0.0
-601030800,-0.7,7.1,3.0
-600944400,3.5,15.4,31.7
-600858000,1.3,13.1,0.0
-600771600,0.6,14.5,0.0
-600685200,1.1,13.0,0.0
-600598800,2.2,7.1,2.3
-600512400,-0.4,11.3,0.0
-600426000,-0.6,11.1,0.0
-600339600,-0.9,11.7,0.0
-600253200,-1.2,8.4,0.0
-600166800,-2.2,10.5,0.0
-600080400,-1.6,11.1,0.0
-599994000,-1.8,8.2,0.0
-599907600,-2.2,7.6,0.0
-599821200,-1.7,6.3,1.5
-599734800,-1.8,10.9,0.0
-599648400,-3.6,7.0,0.0
-599562000,-1.4,8.2,0.0
-599475600,-2.2,8.1,0.0
-599389200,-1.4,9.2,0.0
-599302800,-3.3,9.7,0.0
-599216400,0.8,7.3,0.0
-599130000,0.4,4.1,0.0
-599043600,-2.6,8.0,0.0
-598957200,0.9,8.0,0.0
-598870800,0.7,4.0,21.6
-598784400,1.3,6.3,4.6
-598698000,3.0,9.7,0.2
-598611600,-0.2,6.1,0.0
-598525200,-1.4,5.1,0.0
-598438800,-4.6,6.0,0.0
-598352400,-1.4,2.9,3.3
-598266000,-2.5,11.2,0.0
-598179600,2.1,9.3,0.0
-598093200,1.8,8.2,0.2
-598006800,5.0,12.8,1.7
-597920400,-3.1,8.2,0.0
-597834000,-5.4,5.4,0.0
-597747600,-4.7,9.8,0.0
-597661200,-4.6,11.4,0.0
-597574800,-2.7,12.8,0.0
-597488400,-1.8,9.9,0.0
-597402000,-0.2,9.8,0.3
-597315600,0.5,11.1,0.3
-597229200,0.6,14.4,0.0
-597142800,0.6,10.8,2.7
-597056400,-0.3,10.7,1.5
-596970000,2.0,13.2,0.0
-596883600,-1.3,14.5,0.0
-596797200,-2.2,7.3,0.0
-596710800,-4.2,8.0,0.0
-596624400,-2.3,8.5,0.0
-596538000,-1.5,7.9,0.0
-596451600,-2.4,9.8,0.0
-596365200,-2.0,10.5,0.0
-596278800,1.6,6.1,1.9
-596192400,4.3,13.9,0.2
-596106000,2.2,9.8,0.0
-596019600,0.4,10.0,0.0
-595933200,-0.9,6.6,0.0
-595846800,-1.7,1.7,28.0
-595760400,-1.8,7.1,48.6
-595674000,-0.5,2.5,0.2
-595587600,-3.2,9.2,0.0
-595501200,-0.2,7.7,0.0
-595414800,-2.6,12.8,0.0
-595328400,-1.1,8.0,0.0
-595242000,-3.4,11.6,0.0
-595155600,7.4,18.0,1.9
-595069200,4.3,14.7,0.0
-594982800,6.3,13.1,0.0
-594896400,1.6,6.4,26.0
-594810000,5.4,14.8,7.5
-594723600,3.6,10.1,0.0
-594637200,2.1,7.0,6.1
-594550800,6.5,15.0,31.3
-594464400,5.6,11.3,0.2
-594378000,2.5,8.2,0.0
-594291600,-0.4,9.0,0.0
-594205200,-1.1,9.2,0.0
-594118800,1.3,16.8,10.0
-594032400,7.1,16.1,12.5
-593946000,3.8,14.8,0.0
-593859600,2.0,10.3,0.0
-593773200,5.8,12.5,15.8
-593686800,5.4,16.4,0.0
-593600400,1.8,12.8,0.2
-593514000,-0.4,9.2,0.0
-593427600,0.9,14.6,0.0
-593341200,6.2,19.1,0.0
-593254800,6.2,18.7,0.0
-593168400,5.9,18.9,1.1
-593082000,9.9,19.6,0.5
-592995600,7.6,19.2,0.0
-592909200,3.7,11.6,0.1
-592822800,1.0,14.5,0.0
-592736400,4.0,13.1,0.0
-592650000,1.9,10.8,1.4
-592563600,2.4,14.6,0.0
-592477200,2.8,16.4,1.4
-592390800,7.9,17.2,15.7
