time,min,max,prec
253810800,2.2,6.8,0.0
253897200,-0.8,3.3,4.5
253983600,0.0,10.6,0.0
254070000,1.9,9.4,0.0
254156400,1.8,11.0,0.5
254242800,1.2,7.5,0.0
254329200,2.8,10.7,0.0
254415600,1.0,7.8,0.0
254502000,1.5,7.8,0.0
254588400,0.6,4.7,0.0
254674800,0.9,14.6,1.0
254761200,2.5,8.7,0.0
254847600,0.9,4.2,0.0
254934000,-1.6,6.7,0.0
255020400,-0.4,8.7,0.0
255106800,-1.2,8.4,0.0
255193200,-1.6,6.1,0.0
255279600,-2.0,6.3,0.0
255366000,-1.5,6.5,0.0
255452400,-1.2,8.8,0.0
255538800,2.1,7.4,0.0
255625200,0.4,11.2,0.0
255711600,3.5,9.8,0.0
255798000,2.6,8.4,4.0
255884400,3.0,9.2,1.5
255970800,5.3,8.1,0.0
256057200,1.5,5.3,6.0
256143600,0.9,11.6,0.0
256230000,1.0,4.5,0.0
256316400,-0.9,4.8,0.5
256402800,-1.9,6.4,0.0
256489200,-0.4,5.1,0.0
256575600,-0.5,8.7,0.0
256662000,-0.6,6.1,0.0
256748400,-0.7,9.5,0.0
256834800,0.4,10.3,0.0
256921200,0.7,8.4,0.0
257007600,0.5,9.1,0.0
257094000,0.5,7.6,0.0
257180400,-0.2,9.3,0.0
257266800,0.6,8.4,0.0
257353200,0.8,13.7,0.0
257439600,4.7,15.7,20.0
257526000,1.6,10.6,0.0
257612400,1.0,12.1,0.0
257698800,2.1,12.9,0.0
257785200,5.3,18.4,9.0
257871600,5.6,11.2,0.0
257958000,6.3,13.7,0.0
258044400,5.5,14.5,0.0
258130800,6.6,15.3,0.0
258217200,5.9,11.9,0.0
258303600,4.5,8.8,29.5
258390000,5.9,14.3,2.0
258476400,3.2,7.2,0.0
258562800,1.5,8.7,0.0
258649200,1.3,10.3,0.0
258735600,3.5,11.7,0.0
258822000,5.1,10.8,0.0
258908400,4.6,14.6,0.0
258994800,5.6,13.8,0.0
259081200,6.3,13.4,19.5
259167600,5.5,15.0,0.0
259254000,4.5,9.0,10.5
259340400,3.7,8.6,19.0
259426800,3.4,13.4,0.0
259513200,2.0,14.4,0.0
259599600,4.4,15.1,0.0
259686000,6.7,18.5,0.0
259772400,7.3,18.8,0.0
259858800,8.6,13.4,26.0
259945200,9.1,18.3,0.0
260031600,7.6,17.3,0.0
260118000,5.9,9.4,0.0
260204400,4.9,12.9,0.0
260290800,4.5,12.6,3.5
260377200,4.7,8.2,47.5
260463600,4.7,16.6,0.0
260550000,7.4,15.5,0.0
260636400,10.7,16.7,54.0
260722800,8.2,15.4,0.0
260809200,7.1,20.5,0.0
260895600,9.1,24.5,0.0
260982000,11.3,17.2,0.0
261068400,8.8,13.3,0.5
261154800,7.8,12.9,25.0
261241200,8.6,11.9,7.0
261327600,6.7,16.2,0.0
261414000,10.1,22.1,0.0
261500400,17.9,21.4,0.0
261586800,12.7,19.6,0.0
261673200,10.8,14.5,43.0
261759600,10.4,19.6,1.0
261846000,13.5,24.5,0.0
261932400,11.3,13.8,0.0
262018800,10.4,19.5,0.0
262105200,9.3,19.2,0.0
262191600,15.3,20.1,0.0
262278000,12.2,20.3,0.0
262364400,10.6,22.4,0.0
262450800,13.1,21.7,0.0
262537200,14.5,22.7,0.0
262623600,14.6,18.1,1.0
262710000,14.9,18.6,4.0
262796400,17.9,22.4,3.5
262882800,16.1,26.0,0.0
262969200,13.6,21.2,0.0
263055600,14.7,23.2,0.0
263142000,14.7,23.7,0.0
263228400,13.2,18.4,0.0
263314800,8.6,13.2,13.5
263401200,12.2,19.5,2.0
263487600,16.1,21.7,6.5
263574000,18.5,20.8,1.5
263660400,13.6,19.5,19.5
263746800,14.2,22.5,0.0
263833200,14.0,23.1,0.0
263919600,15.4,22.1,0.0
264006000,13.7,23.7,0.0
264092400,14.1,25.7,0.0
264178800,16.7,26.0,0.0
264265200,18.5,23.0,34.0
264351600,19.4,23.6,34.5
264438000,17.4,20.9,0.5
264524400,16.4,24.5,0.0
264610800,17.0,23.6,0.0
264697200,15.6,24.0,0.0
264783600,18.8,23.5,0.0
264870000,18.2,25.2,0.0
264956400,17.3,26.0,0.0
265042800,18.4,26.0,0.0
265129200,20.3,26.0,0.0
265215600,16.1,25.7,0.0
265302000,13.9,16.3,14.5
265388400,13.4,22.5,0.0
265474800,15.0,28.4,0.0
265561200,16.4,28.1,0.0
265647600,17.7,26.6,0.0
265734000,16.1,20.7,42.0
265820400,16.7,26.4,0.0
265906800,18.8,27.7,0.0
265993200,18.3,25.3,0.0
266079600,18.9,26.9,0.0
266166000,19.9,26.8,0.0
266252400,21.2,27.1,0.0
266338800,21.3,27.0,0.0
266425200,21.3,26.7,0.0
266511600,21.3,27.4,2.5
266598000,20.5,28.0,0.0
266684400,20.3,29.4,0.0
266770800,24.9,30.3,1.0
266857200,24.6,30.9,0.0
266943600,24.4,30.9,0.0
267030000,25.0,30.4,0.0
267116400,24.5,31.6,0.0
267202800,25.1,30.9,0.0
267289200,23.8,29.9,2.5
267375600,20.1,23.8,30.0
267462000,19.9,25.9,9.0
267548400,22.6,27.7,3.0
267634800,23.4,27.5,1.5
267721200,20.7,24.6,3.5
267807600,19.3,21.2,9.0
267894000,19.4,27.9,0.0
267980400,21.4,28.9,0.0
268066800,21.5,23.8,25.0
268153200,22.1,29.0,0.0
268239600,23.8,29.9,0.0
268326000,24.3,32.5,0.0
268412400,26.8,31.9,0.0
268498800,25.3,33.4,0.0
268585200,25.7,31.9,0.0
268671600,24.9,33.0,4.5
268758000,25.1,31.4,0.0
268844400,25.7,31.1,2.5
268930800,24.6,29.7,7.0
269017200,25.9,30.0,0.0
269103600,25.1,31.7,0.0
269190000,24.4,30.7,0.0
269276400,24.4,30.1,0.0
269362800,23.3,30.8,0.0
269449200,23.7,31.4,0.0
269535600,23.7,31.1,0.0
269622000,24.2,32.5,0.0
269708400,23.8,31.2,0.0
269794800,24.1,29.3,0.5
269881200,25.6,32.9,0.0
269967600,25.6,33.6,0.0
270054000,26.9,33.2,0.0
270140400,26.7,33.4,0.0
270226800,25.8,31.6,0.0
270313200,25.2,32.9,0.0
270399600,25.9,33.3,0.0
270486000,26.4,32.7,0.0
270572400,25.9,32.6,0.0
270658800,25.7,32.6,5.5
270745200,25.1,30.7,13.0
270831600,27.5,33.8,0.0
270918000,27.1,31.3,1.0
271004400,27.0,31.6,0.0
271090800,25.8,34.2,0.0
271177200,24.9,33.5,0.0
271263600,26.9,33.2,0.0
271350000,26.3,32.6,0.0
271436400,25.9,34.5,0.0
271522800,25.1,31.8,0.0
271609200,26.3,33.5,0.0
271695600,26.8,35.0,0.0
271782000,26.2,34.3,0.0
271868400,26.7,32.7,0.0
271954800,26.8,35.5,0.0
272041200,27.4,35.0,0.0
272127600,26.7,31.7,0.0
272214000,24.1,28.6,0.0
272300400,23.8,32.7,0.0
272386800,24.6,32.6,7.5
272473200,27.4,35.1,0.0
272559600,27.4,36.3,0.0
272646000,26.1,35.6,0.0
272732400,25.5,35.9,0.0
272818800,22.6,29.8,0.0
272905200,21.9,30.5,0.0
272991600,23.9,31.7,0.0
273078000,24.0,32.0,0.0
273164400,24.1,32.9,0.0
273250800,24.5,33.3,0.0
273337200,24.4,31.7,4.5
273423600,21.4,25.0,0.0
273510000,19.5,27.2,0.0
273596400,20.4,27.6,0.5
273682800,21.9,29.5,1.0
273769200,19.4,22.5,5.5
273855600,19.0,26.6,0.0
273942000,20.6,26.1,0.0
274028400,19.4,26.9,0.0
274114800,19.6,28.7,0.0
274201200,22.8,33.1,0.0
274287600,20.4,26.8,29.0
274374000,18.0,20.4,18.5
274460400,16.5,20.0,16.5
274546800,18.9,21.7,0.5
274633200,19.0,24.9,9.0
274719600,19.0,22.2,9.0
274806000,20.3,31.6,0.0
274892400,20.5,28.5,0.0
274978800,20.7,27.5,0.0
275065200,21.7,28.2,0.0
275151600,21.1,24.1,0.5
275238000,20.4,25.4,0.0
275324400,18.8,21.4,5.0
275410800,18.0,23.4,8.5
275497200,19.9,27.0,0.0
275583600,20.8,27.2,0.0
275670000,19.4,23.6,0.0
275756400,16.1,21.0,3.0
275842800,15.8,18.2,2.0
275929200,16.9,22.4,15.5
276015600,17.2,25.5,0.0
276102000,16.6,26.6,0.0
276188400,15.3,26.5,0.0
276274800,16.4,25.7,0.0
276361200,12.6,21.1,31.5
276447600,12.8,17.9,16.5
276534000,14.4,20.2,0.0
276620400,13.2,19.2,0.0
276706800,11.6,20.6,0.0
276793200,15.2,22.3,30.0
276879600,17.8,23.4,0.0
276966000,17.3,23.3,0.0
277052400,13.1,20.4,0.0
277138800,10.4,17.9,0.0
277225200,10.5,15.4,4.0
277311600,12.6,22.9,0.5
277398000,13.3,20.6,0.0
277484400,10.5,21.4,0.0
277570800,14.0,18.0,8.0
277657200,16.7,20.9,25.0
277743600,13.7,22.7,0.0
277830000,10.7,19.4,0.0
277916400,11.2,20.6,0.0
278002800,12.6,22.1,0.0
278089200,13.9,22.8,0.0
278175600,14.7,21.7,0.0
278262000,16.5,22.9,0.0
278348400,12.5,19.3,11.5
278434800,12.3,16.6,20.0
278521200,12.8,18.8,0.0
278607600,11.6,17.3,0.0
278694000,12.6,20.7,0.0
278780400,12.5,19.4,0.5
278866800,10.2,16.9,0.0
278953200,8.2,15.4,0.0
279039600,6.8,18.5,0.0
279126000,9.1,19.8,0.0
279212400,10.9,18.5,0.0
279298800,13.6,20.0,0.0
279385200,11.5,22.1,0.0
279471600,8.9,15.0,0.0
279558000,8.5,15.5,0.0
279644400,11.2,15.4,0.5
279730800,9.3,11.7,31.0
279817200,11.2,17.2,2.0
279903600,12.8,20.8,0.0
279990000,11.8,17.6,0.0
280076400,8.6,12.5,9.0
280162800,6.9,16.5,0.0
280249200,11.0,17.5,3.5
280335600,9.8,17.4,0.0
280422000,7.9,16.6,0.0
280508400,7.3,14.5,0.0
280594800,7.8,15.1,0.0
280681200,8.8,13.8,0.0
280767600,5.4,13.7,0.0
280854000,6.3,12.8,0.0
280940400,9.1,12.7,18.5
281026800,8.2,17.6,0.0
281113200,6.2,15.4,0.0
281199600,7.9,15.3,0.0
281286000,6.0,14.6,0.0
281372400,6.2,18.9,0.0
281458800,7.4,16.5,0.0
281545200,6.3,15.8,0.5
281631600,5.9,13.5,0.0
281718000,4.7,10.2,0.0
281804400,2.6,12.1,0.0
281890800,3.3,17.1,0.0
281977200,7.2,17.5,0.0
282063600,6.8,18.5,0.0
282150000,5.0,12.7,6.5
282236400,2.7,10.6,0.0
282322800,2.7,14.3,0.0
282409200,6.6,14.4,0.0
282495600,6.1,14.8,0.5
282582000,5.7,13.7,0.0
282668400,5.0,15.8,0.0
282754800,6.2,11.0,0.0
282841200,2.8,6.3,0.0
282927600,2.1,8.8,0.0
283014000,0.0,9.6,0.0
283100400,2.5,8.4,0.0
283186800,3.1,8.8,18.0
283273200,5.4,12.4,1.5
283359600,3.8,10.5,0.0
283446000,3.7,13.5,0.0
283532400,4.4,14.0,0.0
283618800,5.9,12.2,0.0
283705200,4.4,13.7,0.0
283791600,2.1,6.7,0.0
283878000,1.5,8.7,0.0
283964400,0.6,10.4,0.0
284050800,1.7,11.5,0.0
284137200,2.4,9.7,0.0
284223600,2.1,13.5,0.0
284310000,4.0,13.6,0.0
284396400,5.4,11.0,0.0
284482800,3.0,7.4,0.5
284569200,2.7,15.1,0.0
284655600,3.3,16.5,0.0
284742000,6.9,16.6,0.0
284828400,5.7,11.1,0.0
284914800,3.5,9.2,2.5
285001200,0.9,3.5,10.0
285087600,0.1,6.3,0.0
285174000,-0.1,9.7,0.0
285260400,1.1,10.6,0.0
285346800,0.9,10.1,0.0
285433200,2.0,12.5,0.5
285519600,1.6,7.2,0.0
285606000,-0.2,8.2,0.0
285692400,0.3,14.0,0.0
285778800,2.0,8.2,0.0
285865200,0.3,11.5,0.0
285951600,2.0,13.7,0.0
286038000,3.4,11.7,0.0
286124400,5.8,15.8,0.0
286210800,5.5,14.3,0.0
286297200,2.6,7.8,0.0
286383600,-0.5,5.5,3.5
286470000,0.8,12.4,38.5
286556400,6.1,9.8,3.5
286642800,7.0,17.6,8.0
286729200,4.0,10.2,0.0
286815600,2.2,10.7,0.0
286902000,1.5,12.0,0.0
286988400,1.9,5.9,8.5
287074800,2.0,14.0,18.5
287161200,5.8,12.6,0.0
287247600,3.8,11.8,0.0
287334000,3.4,11.2,0.0
287420400,6.1,11.0,9.0
287506800,4.7,16.0,0.0
287593200,7.8,15.0,0.0
287679600,6.2,14.8,0.0
287766000,8.5,14.6,0.5
287852400,5.3,13.0,0.0
287938800,3.1,11.5,0.0
288025200,4.3,8.8,6.5
288111600,4.0,13.1,0.0
288198000,3.0,13.6,0.0
288284400,3.6,13.5,0.0
288370800,6.8,19.9,0.0
288457200,9.0,17.8,0.0
288543600,7.0,10.4,22.0
288630000,6.9,10.4,6.5
288716400,6.1,12.9,0.0
288802800,5.7,8.2,11.0
288889200,3.8,7.9,5.5
288975600,3.4,12.0,0.0
289062000,3.4,9.8,0.0
289148400,1.6,9.2,0.0
289234800,1.8,10.4,0.0
289321200,1.8,6.2,3.5
289407600,1.9,10.0,0.0
289494000,3.3,12.8,0.0
289580400,6.7,14.2,0.0
289666800,5.4,11.7,0.0
289753200,7.3,15.7,0.0
289839600,8.3,16.5,0.0
289926000,3.9,12.8,0.0
290012400,1.7,7.9,1.0
290098800,3.5,8.3,6.5
290185200,4.3,11.2,5.5
290271600,5.6,14.3,0.0
290358000,4.1,13.7,0.0
290444400,5.5,16.5,0.0
290530800,6.7,13.9,0.0
290617200,5.2,11.8,0.0
290703600,8.4,13.7,0.0
290790000,6.3,12.1,0.0
290876400,3.9,15.8,0.0
290962800,6.2,12.9,0.0
291049200,6.3,16.3,64.0
291135600,8.6,16.2,0.0
291222000,7.4,15.7,0.0
291308400,8.4,17.1,0.0
291394800,8.1,17.6,0.0
291481200,9.9,20.4,0.0
291567600,12.9,22.8,11.5
291654000,10.7,21.7,0.0
291740400,8.8,15.7,0.0
291826800,7.3,10.9,17.0
291913200,8.0,16.8,0.5
291999600,9.2,15.5,0.0
292086000,6.7,10.7,0.0
292172400,8.1,16.5,0.0
292258800,10.6,18.5,0.0
292345200,14.0,20.1,26.0
292431600,14.1,22.8,0.0
292518000,11.9,19.5,0.0
292604400,12.2,21.9,0.0
292690800,10.1,19.1,0.0
292777200,7.0,15.2,0.0
292863600,10.1,22.4,0.0
292950000,11.6,16.7,0.0
293036400,11.5,16.9,0.0
293122800,8.5,16.9,0.0
293209200,5.8,16.6,0.0
293295600,7.1,13.9,0.0
293382000,10.3,12.8,9.0
293468400,8.5,18.6,7.5
293554800,7.2,16.7,0.0
293641200,11.3,21.4,0.0
293727600,16.8,24.0,0.0
293814000,16.6,23.4,0.0
293900400,11.5,17.2,11.5
293986800,10.4,14.8,29.5
294073200,8.7,14.3,0.0
294159600,10.1,19.3,6.5
294246000,13.9,22.3,2.0
294332400,12.5,20.2,0.0
294418800,12.4,16.8,0.0
294505200,10.3,22.4,0.0
294591600,12.3,21.5,0.0
294678000,13.4,22.0,0.0
294764400,13.2,22.3,0.0
294850800,16.2,21.0,0.0
294937200,16.5,19.9,49.0
295023600,16.3,25.5,0.0
295110000,17.6,21.8,0.0
295196400,14.5,23.9,0.0
295282800,13.7,20.8,0.0
295369200,11.9,20.6,0.0
295455600,13.8,17.3,66.0
295542000,14.4,21.7,16.5
295628400,13.8,15.8,0.5
295714800,13.7,17.9,4.0
295801200,11.1,20.1,0.0
295887600,13.7,22.6,0.0
295974000,15.4,24.0,0.0
296060400,15.9,25.6,0.0
296146800,16.1,26.2,0.0
296233200,18.3,25.7,0.0
296319600,17.8,24.7,0.0
296406000,19.1,27.2,0.0
296492400,19.0,26.0,0.0
296578800,16.8,22.9,9.0
296665200,16.0,27.9,0.0
296751600,17.4,25.7,0.0
296838000,16.6,23.7,3.5
296924400,16.0,22.9,0.0
297010800,15.5,24.4,0.0
297097200,19.4,24.0,0.0
297183600,18.2,24.8,0.0
297270000,18.7,25.6,0.0
297356400,17.7,25.7,0.0
297442800,18.1,26.0,0.0
297529200,20.8,25.1,8.0
297615600,20.7,28.4,8.0
297702000,21.1,28.6,0.0
297788400,20.2,28.7,0.0
297874800,21.7,26.0,1.5
297961200,18.3,23.1,0.5
298047600,19.9,24.6,0.0
298134000,18.3,20.3,5.5
298220400,17.1,26.4,0.0
298306800,20.4,27.0,0.0
298393200,21.6,29.7,0.0
298479600,23.1,31.4,0.0
298566000,24.2,30.7,0.0
298652400,24.3,31.1,0.0
298738800,24.5,31.6,0.0
298825200,25.0,33.3,0.0
298911600,25.3,33.0,0.0
298998000,25.3,33.4,0.0
299084400,24.9,34.1,0.0
299170800,25.0,32.1,0.0
299257200,23.4,27.4,12.5
299343600,23.2,30.4,0.0
299430000,23.4,26.5,12.0
299516400,21.1,24.4,15.0
299602800,21.3,28.9,2.0
299689200,23.7,31.8,1.5
299775600,22.2,28.6,0.0
299862000,20.2,23.8,0.0
299948400,19.8,28.4,0.0
300034800,21.8,30.6,0.0
300121200,22.7,29.1,0.0
300207600,22.4,27.1,1.0
300294000,20.8,29.3,0.0
300380400,22.2,29.0,0.0
300466800,23.9,28.7,0.0
300553200,23.5,31.6,0.0
300639600,20.9,26.3,1.5
300726000,20.0,21.7,12.5
300812400,19.2,24.4,0.0
300898800,18.1,23.6,0.0
300985200,19.6,25.1,0.0
301071600,19.5,22.7,41.0
301158000,18.7,26.0,2.5
301244400,20.2,23.9,14.5
301330800,20.5,27.7,0.5
301417200,24.2,29.4,0.0
301503600,24.5,31.9,0.0
301590000,26.4,32.9,0.0
301676400,25.7,31.6,0.0
301762800,25.5,30.9,0.0
301849200,24.5,30.0,11.5
301935600,24.3,30.2,0.0
302022000,25.9,32.3,0.0
302108400,26.1,32.4,0.0
302194800,26.5,34.3,0.0
302281200,26.8,32.8,0.0
302367600,27.4,33.5,0.0
302454000,25.1,30.7,0.0
302540400,22.7,28.6,13.0
302626800,24.6,32.7,0.0
302713200,26.5,32.8,0.0
302799600,25.4,32.4,6.0
302886000,25.4,31.0,0.0
302972400,24.9,32.2,2.0
303058800,25.5,32.6,0.0
303145200,24.0,30.5,36.0
303231600,24.7,32.1,0.5
303318000,24.6,32.7,0.0
303404400,24.7,33.3,0.0
303490800,25.2,31.7,0.0
303577200,25.4,32.8,0.0
303663600,25.6,33.1,0.0
303750000,26.2,32.5,0.5
303836400,27.2,33.1,0.0
303922800,24.8,28.4,18.5
304009200,24.0,26.4,1.5
304095600,24.3,32.2,1.5
304182000,26.0,31.3,1.5
304268400,23.6,30.5,11.5
304354800,23.0,27.1,3.0
304441200,22.6,30.3,0.0
304527600,27.1,33.5,0.0
304614000,22.1,29.4,2.5
304700400,21.5,26.9,1.0
304786800,20.7,24.2,5.5
304873200,21.4,28.4,0.0
304959600,22.0,28.4,0.0
305046000,22.1,27.3,0.0
305132400,23.9,30.5,0.0
305218800,24.5,30.1,19.0
305305200,24.7,32.7,0.0
305391600,20.1,29.9,0.0
305478000,24.5,29.6,0.0
305564400,23.5,31.9,0.0
305650800,24.0,28.3,0.0
305737200,22.4,28.6,0.0
305823600,20.8,28.3,0.0
305910000,20.2,27.4,0.0
305996400,21.5,28.0,0.0
306082800,22.0,28.5,0.0
306169200,21.6,29.7,0.0
306255600,19.3,26.3,0.0
306342000,20.5,23.7,1.0
306428400,19.3,28.4,0.0
306514800,21.9,31.2,0.5
306601200,21.4,27.8,0.0
306687600,21.6,27.3,13.0
306774000,23.3,30.0,0.0
306860400,22.2,31.5,0.0
306946800,18.8,22.2,0.5
307033200,18.7,20.4,3.5
307119600,18.3,21.4,10.5
307206000,20.2,23.4,22.0
307292400,16.8,21.9,46.5
307378800,17.2,20.4,9.0
307465200,18.6,23.7,21.0
307551600,23.7,32.6,13.5
307638000,19.4,24.4,0.0
307724400,18.0,21.2,15.5
307810800,19.6,24.3,0.0
307897200,19.5,25.6,0.0
307983600,15.6,21.1,21.5
308070000,14.3,15.9,107.5
308156400,15.2,26.3,0.5
308242800,15.9,23.2,0.0
308329200,16.9,24.1,0.5
308415600,18.1,22.9,10.0
308502000,17.3,23.7,0.0
308588400,16.8,22.5,0.0
308674800,15.4,23.2,0.0
308761200,15.4,23.8,0.0
308847600,16.0,23.9,0.0
308934000,15.1,24.1,3.0
309020400,17.3,22.1,24.5
309106800,18.3,26.4,122.5
309193200,17.8,25.9,0.0
309279600,13.4,25.5,0.0
309366000,14.8,20.8,0.0
309452400,12.7,20.8,0.0
309538800,14.3,18.2,1.5
309625200,12.8,20.2,0.0
309711600,13.8,22.0,0.0
309798000,14.3,23.3,0.0
309884400,14.9,21.9,0.0
309970800,17.4,20.5,0.0
310057200,16.8,22.8,0.0
310143600,14.4,21.2,0.0
310230000,13.1,21.2,0.0
310316400,13.9,25.3,0.0
310402800,15.4,21.3,0.0
310489200,15.4,19.4,1.0
310575600,15.8,25.2,7.0
310662000,15.4,23.1,0.0
310748400,13.0,19.2,0.0
310834800,11.4,20.2,0.0
310921200,12.8,18.9,0.0
311007600,14.0,16.2,37.5
311094000,14.9,24.1,36.0
311180400,15.4,22.6,0.0
311266800,10.6,18.3,0.0
311353200,7.0,13.7,0.0
311439600,6.0,13.8,0.0
311526000,6.6,16.7,0.0
311612400,10.9,16.4,6.0
311698800,9.7,13.2,13.5
311785200,9.0,15.2,0.0
311871600,5.1,13.7,0.0
311958000,7.4,14.8,0.0
312044400,9.6,13.7,4.5
312130800,9.4,17.4,16.5
312217200,8.1,10.7,0.0
312303600,7.6,11.6,15.0
312390000,10.9,15.3,8.0
312476400,10.5,15.7,0.0
312562800,11.4,12.5,28.0
312649200,12.2,20.6,9.5
312735600,10.5,16.9,0.0
312822000,9.0,13.4,0.0
312908400,7.1,12.7,0.0
312994800,5.8,14.8,0.0
313081200,5.9,12.4,0.0
313167600,10.2,18.7,0.0
313254000,11.0,18.6,0.0
313340400,10.7,15.0,0.0
313426800,8.5,15.5,0.0
313513200,7.2,14.9,0.0
313599600,7.3,13.9,0.0
313686000,5.8,12.1,0.0
313772400,4.4,10.0,0.0
313858800,5.1,12.5,0.0
313945200,5.2,12.3,0.0
314031600,3.7,13.4,0.0
314118000,5.8,13.4,0.0
314204400,4.5,12.3,0.0
314290800,3.3,12.4,0.0
314377200,4.3,11.9,1.0
314463600,7.6,17.6,4.0
314550000,10.9,17.4,3.0
314636400,10.3,17.4,7.5
314722800,7.2,13.9,8.5
314809200,4.3,7.8,19.0
314895600,4.6,14.1,0.0
314982000,4.7,11.3,0.0
315068400,3.7,15.8,0.0
315154800,5.4,12.4,0.0
315241200,5.7,11.6,0.0
315327600,4.5,13.9,0.0
315414000,3.7,16.9,0.0
315500400,4.1,10.1,0.0
315586800,1.6,7.8,1.0
315673200,3.4,9.9,12.0
315759600,6.3,13.9,11.5
315846000,2.3,9.3,1.0
315932400,0.7,11.5,0.0
316018800,0.5,12.1,0.0
316105200,-0.4,6.7,0.0
316191600,-0.2,6.7,0.0
316278000,2.2,11.7,0.5
316364400,2.5,7.6,0.0
316450800,0.8,7.0,0.0
316537200,1.0,3.9,23.0
316623600,0.8,11.5,0.0
316710000,0.0,10.4,0.0
316796400,-0.1,10.4,0.0
316882800,-0.1,10.1,0.0
316969200,-0.3,8.7,0.0
317055600,0.5,8.7,0.0
317142000,1.0,12.5,0.0
317228400,1.5,8.0,0.0
317314800,0.0,7.3,0.0
317401200,-1.1,8.9,0.0
317487600,0.3,9.9,0.0
317574000,1.2,9.1,0.0
317660400,1.2,10.8,0.0
317746800,-0.3,14.3,0.0
317833200,4.6,18.8,12.0
317919600,7.7,11.1,12.5
318006000,6.0,10.0,15.0
318092400,4.5,10.4,0.0
318178800,1.6,8.2,0.0
318265200,1.7,9.5,0.0
318351600,1.6,10.3,0.0
318438000,1.6,9.5,0.0
318524400,3.1,7.6,0.0
318610800,1.2,6.8,0.0
318697200,-0.7,7.5,0.0
318783600,0.5,6.3,0.0
318870000,0.5,9.1,0.0
318956400,1.5,10.0,0.0
319042800,1.2,11.1,0.0
319129200,0.8,10.5,0.0
319215600,1.6,9.8,0.0
319302000,0.4,6.2,0.0
319388400,-1.2,9.1,0.0
319474800,0.1,7.0,0.0
319561200,-0.8,7.5,0.0
319647600,1.3,9.5,0.0
319734000,1.0,5.5,8.0
319820400,0.8,11.3,0.0
319906800,2.0,8.7,0.0
319993200,1.2,8.7,0.0
320079600,1.0,8.8,0.0
320166000,1.3,12.8,0.0
320252400,3.1,12.1,0.0
320338800,3.2,12.0,0.0
320425200,5.3,12.8,0.5
320511600,1.3,6.1,17.5
320598000,1.7,13.3,0.0
320684400,4.5,14.2,13.5
320770800,3.3,11.1,0.0
320857200,3.8,7.2,0.0
320943600,4.4,12.2,0.0
321030000,4.6,8.9,1.0
321116400,2.6,7.3,8.5
321202800,5.9,7.2,21.5
321289200,6.3,15.2,18.0
321375600,5.4,8.3,20.5
321462000,5.7,16.9,0.5
321548400,3.1,8.3,0.0
321634800,2.6,10.0,0.0
321721200,3.3,12.2,0.0
321807600,4.2,8.3,4.0
321894000,4.6,12.1,0.0
321980400,3.5,11.4,0.0
322066800,4.8,13.0,0.0
322153200,5.5,11.5,0.0
322239600,3.8,6.3,0.0
322326000,3.3,16.1,0.0
322412400,8.2,12.5,0.0
322498800,1.3,8.8,39.0
322585200,1.3,11.6,0.0
322671600,2.7,11.5,0.0
322758000,3.3,11.1,0.0
322844400,5.4,11.8,0.0
322930800,6.6,15.7,0.0
323017200,5.4,15.3,0.0
323103600,8.3,17.7,14.5
323190000,11.4,21.2,32.5
323276400,11.3,18.1,0.0
323362800,9.0,17.0,3.0
323449200,7.7,15.4,0.0
323535600,6.0,13.0,0.0
323622000,5.7,17.2,0.0
323708400,9.6,21.9,0.0
323794800,17.2,20.0,0.0
323881200,10.4,20.2,0.0
323967600,9.5,17.2,0.0
324054000,11.1,19.3,2.5
324140400,8.8,14.7,0.0
324226800,8.7,17.4,0.0
324313200,14.1,21.3,0.0
324399600,14.1,16.9,19.5
324486000,9.6,21.4,32.0
324572400,7.3,9.6,2.0
324658800,6.4,11.4,6.0
324745200,4.6,11.8,17.0
324831600,5.0,16.5,0.0
324918000,8.0,19.0,0.0
325004400,14.4,19.3,0.0
325090800,10.9,20.7,0.0
325177200,12.3,17.0,0.0
325263600,11.6,20.1,0.0
325350000,9.9,17.2,0.0
325436400,8.9,14.9,1.5
325522800,8.5,16.7,0.0
325609200,8.9,17.1,0.0
325695600,13.0,24.0,17.5
325782000,12.8,21.0,0.0
325868400,12.9,17.7,6.0
325954800,10.4,20.6,25.5
326041200,9.6,19.9,0.0
326127600,10.7,23.3,0.0
326214000,17.0,24.4,0.0
326300400,14.9,24.5,1.0
326386800,13.8,22.4,3.0
326473200,12.0,20.0,0.0
326559600,12.2,17.7,2.5
326646000,14.4,19.0,14.0
326732400,11.2,20.3,33.0
326818800,12.6,28.2,0.0
326905200,14.6,25.2,0.0
326991600,16.9,22.1,4.5
327078000,17.0,27.5,0.0
327164400,18.6,25.1,5.5
327250800,11.1,19.3,20.5
327337200,12.7,19.4,0.0
327423600,12.7,17.8,5.5
327510000,11.6,22.7,0.0
327596400,15.3,23.6,0.0
327682800,17.2,24.8,29.0
327769200,17.8,27.9,0.5
327855600,15.6,25.5,0.0
327942000,20.0,25.9,0.0
328028400,19.1,23.9,2.5
328114800,19.5,24.8,5.5
328201200,16.7,26.0,0.0
328287600,16.1,25.3,0.0
328374000,18.8,29.5,0.0
328460400,19.2,27.3,0.0
328546800,20.7,22.7,2.0
328633200,18.7,25.0,0.0
328719600,21.1,27.3,13.5
328806000,20.4,28.3,2.0
328892400,20.4,24.9,0.0
328978800,19.4,27.2,0.0
329065200,19.5,28.5,0.0
