time,temp,prec
863164800,16.4,0.0
863168400,16.5,0.0
863172000,15.4,0.0
863175600,15.3,0.0
863179200,15.1,0.0
863182800,14.5,0.0
863186400,14.2,0.0
863190000,13.8,0.0
863193600,13.0,0.0
863197200,12.1,0.0
863200800,11.7,0.0
863204400,12.0,0.0
863208000,12.9,0.0
863211600,13.5,0.0
863215200,15.1,0.0
863218800,16.5,0.0
863222400,17.8,0.0
863226000,18.6,0.0
863229600,20.2,0.0
863233200,20.9,0.0
863236800,21.5,0.0
863240400,21.3,0.0
863244000,20.7,0.0
863247600,20.5,0.0
863251200,20.2,0.0
863254800,19.5,0.0
863258400,19.0,0.0
863262000,18.6,0.0
863265600,18.1,0.0
863269200,17.9,0.0
863272800,17.7,0.0
863276400,17.7,0.0
863280000,17.5,0.0
863283600,17.5,0.0
863287200,17.6,0.0
863290800,17.7,0.0
863294400,17.5,0.0
863298000,17.7,0.0
863301600,18.1,0.0
863305200,19.2,0.0
863308800,20.3,0.0
863312400,22.4,0.0
863316000,22.7,0.0
863319600,23.1,0.0
863323200,24.3,0.0
863326800,24.0,0.0
863330400,23.3,0.0
863334000,22.6,0.0
863337600,22.5,0.0
863341200,21.7,0.0
863344800,20.8,0.0
863348400,20.4,0.0
863352000,19.8,0.0
863355600,19.4,0.0
863359200,19.3,0.0
863362800,17.8,0.0
863366400,19.0,0.0
863370000,18.3,0.0
863373600,17.8,0.0
863377200,17.4,0.0
863380800,17.1,0.0
863384400,17.5,0.0
863388000,18.5,0.0
863391600,19.7,0.0
863395200,21.7,0.0
863398800,22.4,0.0
863402400,22.4,0.0
863406000,22.5,0.0
863409600,22.7,0.0
863413200,22.9,0.0
863416800,22.0,0.0
863420400,21.9,0.0
863424000,21.4,0.0
863427600,20.3,0.0
863431200,18.5,0.0
863434800,17.6,0.0
863438400,16.5,0.0
863442000,15.9,0.0
863445600,15.6,0.0
863449200,15.2,0.0
863452800,15.2,0.0
863456400,15.1,0.0
863460000,13.9,0.0
863463600,13.8,0.0
863467200,13.7,0.0
863470800,13.9,0.0
863474400,14.9,0.0
863478000,16.3,0.0
863481600,18.5,0.0
863485200,18.8,0.0
863488800,19.3,0.0
863492400,20.0,0.0
863496000,20.6,0.0
863499600,21.2,0.0
863503200,21.9,0.0
863506800,21.9,0.0
863510400,21.6,0.0
863514000,20.8,0.0
863517600,20.1,0.0
863521200,19.7,0.0
863524800,19.3,0.0
863528400,19.6,0.0
863532000,19.2,0.0
863535600,18.9,0.0
863539200,19.1,0.0
863542800,19.1,0.0
863546400,19.0,0.0
863550000,18.9,0.0
863553600,18.6,0.5
863557200,18.8,1.0
863560800,18.3,0.0
863564400,17.5,1.0
863568000,17.6,2.0
863571600,18.2,2.0
863575200,18.2,2.0
863578800,17.8,2.5
863582400,18.8,1.0
863586000,18.6,0.5
863589600,18.9,0.5
863593200,18.4,1.0
863596800,18.1,0.0
863600400,18.3,0.5
863604000,18.1,1.0
863607600,17.9,0.5
863611200,17.8,0.5
863614800,17.6,1.0
863618400,17.7,1.5
863622000,17.6,1.0
863625600,17.5,0.0
863629200,17.6,0.0
863632800,17.6,0.0
863636400,17.6,0.0
863640000,18.0,0.0
863643600,18.1,0.0
863647200,18.8,0.0
863650800,19.5,0.0
863654400,20.1,0.0
863658000,20.7,0.0
863661600,21.3,0.0
863665200,20.7,0.0
863668800,20.3,1.0
863672400,22.5,0.0
863676000,21.8,0.0
863679600,22.5,0.0
863683200,22.8,0.0
863686800,22.6,0.0
863690400,21.9,0.0
863694000,21.7,0.0
863697600,21.5,0.0
863701200,21.2,0.0
863704800,21.4,0.0
863708400,20.6,0.0
863712000,20.7,0.0
863715600,20.6,0.0
863719200,20.7,0.0
863722800,20.7,0.0
863726400,20.6,0.0
863730000,20.7,0.0
863733600,21.3,0.0
863737200,23.1,0.0
863740800,23.6,0.0
863744400,24.6,0.0
863748000,25.6,0.0
863751600,26.6,0.0
863755200,25.6,0.0
863758800,27.5,0.0
863762400,27.2,0.0
863766000,26.4,0.0
863769600,25.9,0.0
863773200,25.4,0.0
863776800,24.0,0.0
863780400,24.1,0.0
863784000,23.9,0.0
863787600,24.0,0.0
863791200,23.2,0.0
863794800,22.8,0.0
863798400,22.2,0.0
863802000,21.5,0.0
863805600,21.1,0.0
863809200,21.0,0.0
863812800,20.9,0.0
863816400,21.1,0.0
863820000,21.1,0.0
863823600,22.0,0.0
863827200,23.0,0.0
863830800,23.7,0.0
863834400,23.9,0.0
863838000,24.3,0.0
863841600,24.9,0.0
863845200,25.1,0.0
863848800,25.0,0.0
863852400,25.1,0.0
863856000,24.0,0.0
863859600,21.8,0.5
863863200,21.2,0.0
863866800,21.8,0.0
863870400,19.8,0.0
863874000,19.5,0.0
863877600,18.9,0.0
863881200,16.9,0.0
863884800,16.6,0.0
863888400,16.3,0.0
863892000,15.8,0.0
863895600,16.0,0.0
863899200,15.9,0.0
863902800,16.1,0.0
863906400,18.0,0.0
863910000,18.6,0.0
863913600,19.5,0.0
863917200,20.6,0.0
863920800,21.9,0.0
863924400,23.6,0.0
863928000,23.3,0.0
863931600,23.2,0.0
863935200,22.6,0.0
863938800,22.6,0.0
863942400,22.2,0.0
863946000,21.3,0.0
863949600,20.8,0.0
863953200,20.7,0.0
863956800,20.6,0.0
863960400,20.3,0.0
863964000,19.7,0.0
863967600,19.5,0.0
863971200,18.4,0.0
863974800,18.1,0.0
863978400,18.2,0.0
863982000,17.7,0.0
863985600,18.4,0.0
863989200,18.7,0.0
863992800,19.7,0.0
863996400,20.2,0.0
864000000,20.2,0.0
864003600,22.1,0.0
864007200,21.8,0.0
864010800,22.1,0.0
864014400,22.1,0.0
864018000,22.3,0.0
864021600,19.2,1.0
864025200,18.2,0.0
864028800,17.9,0.5
864032400,17.7,0.0
864036000,17.6,0.0
864039600,17.6,0.0
864043200,17.7,0.0
864046800,17.8,0.0
864050400,17.0,0.0
864054000,16.6,0.0
864057600,16.5,0.0
864061200,16.5,0.0
864064800,16.5,0.0
864068400,16.2,0.0
864072000,16.2,0.0
864075600,15.7,0.0
864079200,15.7,0.0
864082800,16.0,0.5
864086400,16.0,0.0
864090000,16.0,0.0
864093600,16.2,0.0
864097200,15.8,0.5
864100800,15.8,0.0
864104400,15.3,0.0
864108000,15.7,0.0
864111600,16.5,0.0
864115200,17.0,0.0
864118800,17.0,0.0
864122400,16.8,0.0
864126000,16.4,0.0
864129600,16.0,0.0
864133200,15.9,0.0
864136800,15.4,0.0
864140400,15.2,0.0
864144000,15.0,0.0
864147600,14.6,0.0
864151200,15.1,0.0
864154800,15.0,0.0
864158400,14.7,0.0
864162000,15.0,0.0
864165600,16.6,0.0
864169200,18.2,0.0
864172800,19.5,0.0
864176400,21.0,0.0
864180000,21.1,0.0
864183600,20.9,0.0
864187200,21.2,0.0
864190800,21.4,0.0
864194400,20.3,0.0
864198000,19.9,0.0
864201600,20.0,0.0
864205200,18.9,0.0
864208800,17.1,0.0
864212400,15.9,0.0
864216000,15.6,0.0
864219600,15.4,0.0
864223200,15.5,0.0
864226800,14.9,0.0
864230400,15.0,0.0
864234000,12.4,3.5
864237600,12.3,2.0
864241200,12.6,2.5
864244800,12.5,1.0
864248400,12.5,0.0
864252000,12.9,0.0
864255600,13.5,0.0
864259200,14.9,0.0
864262800,16.8,0.0
864266400,17.8,0.0
864270000,18.7,0.0
864273600,17.7,0.0
864277200,17.6,0.0
864280800,18.2,0.0
864284400,18.5,0.0
864288000,18.3,0.0
864291600,17.9,0.0
864295200,16.4,0.0
864298800,16.1,0.0
864302400,15.5,0.0
864306000,15.2,0.0
864309600,14.8,0.0
864313200,14.4,0.0
864316800,14.5,0.0
864320400,14.1,0.0
864324000,13.9,0.0
864327600,13.8,0.0
864331200,13.8,0.0
864334800,14.1,0.0
864338400,14.4,0.0
864342000,15.0,0.0
864345600,15.6,0.0
864349200,16.1,0.0
864352800,16.2,0.0
864356400,16.3,0.0
864360000,17.0,0.0
864363600,17.4,0.0
864367200,17.9,0.0
864370800,17.9,0.0
864374400,17.3,0.0
864378000,17.3,0.0
864381600,16.9,0.0
864385200,16.7,0.0
864388800,16.6,0.0
864392400,16.3,0.0
864396000,16.3,0.0
864399600,16.4,0.0
864403200,16.2,0.0
864406800,15.6,0.0
864410400,15.2,0.0
864414000,14.6,0.0
864417600,14.8,0.0
864421200,15.4,0.0
864424800,16.0,0.0
864428400,16.0,0.0
864432000,16.7,0.0
864435600,16.1,0.0
864439200,16.4,0.5
864442800,16.5,1.0
864446400,16.6,3.5
864450000,16.6,9.5
864453600,16.7,9.5
864457200,17.9,1.5
864460800,17.1,4.5
864464400,17.0,5.5
864468000,16.9,2.5
864471600,16.4,1.5
864475200,16.7,5.5
864478800,17.2,7.5
864482400,17.2,17.5
864486000,17.2,15.0
864489600,17.0,19.0
864493200,15.7,5.5
864496800,15.4,1.0
864500400,15.0,0.0
864504000,15.0,0.0
864507600,15.7,0.0
864511200,16.6,0.0
864514800,18.2,0.0
864518400,19.7,0.0
864522000,21.0,0.0
864525600,22.2,0.0
864529200,23.7,0.0
864532800,22.8,0.0
864536400,22.8,0.0
864540000,22.8,0.0
864543600,22.7,0.0
864547200,22.5,0.0
864550800,21.1,0.0
864554400,20.0,0.0
864558000,19.8,0.0
864561600,19.6,0.0
864565200,18.8,0.0
864568800,18.4,0.0
864572400,18.0,0.0
864576000,17.4,0.0
864579600,16.2,0.0
864583200,16.0,0.0
864586800,16.1,0.0
864590400,15.7,0.0
864594000,16.2,0.0
864597600,17.8,0.0
864601200,19.0,0.0
864604800,20.5,0.0
864608400,21.1,0.0
864612000,21.3,0.0
864615600,21.7,0.0
864619200,22.7,0.0
864622800,21.4,0.0
864626400,21.8,0.0
864630000,22.3,0.0
864633600,22.3,0.0
864637200,20.9,0.0
864640800,20.5,0.0
864644400,18.7,0.0
864648000,17.9,0.0
864651600,16.4,0.0
864655200,15.7,0.0
864658800,15.1,0.0
864662400,14.6,0.0
864666000,14.2,0.0
864669600,14.5,0.0
864673200,14.5,0.0
864676800,14.7,0.0
864680400,14.6,0.0
864684000,15.5,0.0
864687600,16.3,0.0
864691200,17.5,0.0
864694800,20.0,0.0
864698400,19.8,0.0
864702000,20.7,0.0
864705600,21.1,0.0
864709200,21.5,0.0
864712800,20.5,0.0
864716400,20.6,0.0
864720000,19.5,0.0
864723600,18.4,0.0
864727200,14.5,6.5
864730800,14.3,3.0
864734400,14.7,0.0
864738000,15.2,0.0
864741600,14.5,0.0
864745200,15.4,0.0
864748800,14.8,0.0
864752400,14.8,0.0
864756000,14.7,0.0
864759600,14.4,0.0
864763200,14.3,0.0
864766800,15.1,0.0
864770400,16.6,0.0
864774000,18.0,0.0
864777600,18.9,0.0
864781200,21.4,0.0
864784800,22.0,0.0
864788400,23.0,0.0
864792000,23.5,0.0
864795600,23.6,0.0
864799200,23.3,0.0
864802800,22.6,0.0
864806400,22.9,0.0
864810000,22.6,0.0
864813600,21.2,0.0
864817200,19.6,0.0
864820800,19.3,0.0
864824400,19.1,0.0
864828000,19.0,0.0
864831600,18.8,0.0
864835200,18.6,0.0
864838800,18.5,0.0
864842400,18.1,0.0
864846000,17.6,0.0
864849600,16.5,0.0
864853200,17.0,0.0
864856800,18.4,0.0
864860400,19.3,0.0
864864000,20.8,0.0
864867600,22.0,0.0
864871200,23.5,0.0
864874800,23.3,0.0
864878400,23.5,0.0
864882000,24.0,0.0
864885600,23.4,0.0
864889200,23.3,0.0
864892800,22.2,0.0
864896400,21.8,0.0
864900000,21.4,0.0
864903600,20.9,0.0
864907200,20.8,0.0
864910800,20.7,0.0
864914400,20.4,0.0
864918000,20.1,0.0
864921600,19.7,0.0
864925200,19.5,0.0
864928800,18.7,0.0
864932400,19.2,0.0
864936000,19.0,0.0
864939600,19.0,0.0
864943200,20.0,0.0
864946800,21.4,0.0
864950400,23.0,0.0
864954000,24.6,0.0
864957600,24.3,0.0
864961200,25.3,0.0
864964800,25.5,0.0
864968400,25.7,0.0
864972000,23.9,0.0
864975600,22.8,0.0
864979200,22.4,0.0
864982800,22.4,0.0
864986400,22.0,0.0
864990000,21.7,0.0
864993600,21.5,0.0
864997200,20.8,0.0
865000800,20.1,0.0
865004400,19.9,0.0
865008000,19.6,0.0
865011600,19.6,0.0
865015200,19.5,0.0
865018800,19.3,0.0
865022400,18.9,0.0
865026000,19.3,0.0
865029600,19.8,0.0
865033200,20.2,0.0
865036800,20.8,0.0
865040400,21.9,0.0
865044000,23.1,0.0
865047600,23.1,0.0
865051200,22.9,0.0
865054800,23.8,0.0
865058400,23.6,0.0
865062000,23.8,0.0
865065600,23.6,0.0
865069200,23.2,0.0
865072800,21.3,0.0
865076400,20.1,0.0
865080000,20.1,0.0
865083600,19.9,0.0
865087200,20.0,0.0
865090800,19.6,0.0
865094400,19.5,0.0
865098000,19.3,0.0
865101600,19.1,0.0
865105200,18.8,0.0
865108800,18.7,0.0
865112400,19.3,0.0
865116000,20.0,0.0
865119600,20.9,0.0
865123200,21.5,0.0
865126800,23.0,0.0
865130400,23.9,0.0
865134000,25.0,0.0
865137600,25.1,0.0
865141200,26.2,0.0
865144800,25.9,0.0
865148400,25.8,0.0
865152000,25.2,0.0
865155600,23.7,0.0
865159200,22.6,0.0
865162800,21.7,0.0
865166400,21.6,0.0
865170000,21.3,0.0
865173600,21.1,0.0
865177200,21.1,0.0
865180800,20.9,0.0
865184400,20.9,0.0
865188000,20.9,0.0
865191600,21.0,0.0
865195200,21.2,0.0
865198800,21.1,0.0
865202400,22.0,0.0
865206000,22.5,0.0
865209600,23.1,0.0
865213200,23.7,0.0
865216800,24.1,0.0
865220400,24.7,0.0
865224000,24.3,0.0
865227600,23.7,0.0
865231200,23.4,0.0
865234800,23.4,0.0
865238400,23.3,0.0
865242000,23.2,0.0
865245600,22.8,0.0
865249200,22.6,0.0
865252800,22.2,0.0
865256400,22.1,0.0
865260000,22.1,0.0
865263600,21.9,0.0
865267200,21.9,0.0
865270800,21.7,0.0
865274400,21.7,0.0
865278000,21.6,0.0
865281600,21.7,0.0
865285200,22.1,0.0
865288800,23.1,0.0
865292400,23.4,0.0
865296000,25.8,0.0
865299600,26.6,0.0
865303200,26.8,0.0
865306800,28.0,0.0
865310400,27.1,0.0
865314000,26.1,0.0
865317600,26.1,0.0
865321200,25.3,0.0
865324800,25.2,0.0
865328400,24.5,0.0
865332000,23.8,0.0
865335600,23.5,0.0
865339200,23.2,0.0
865342800,23.1,0.0
865346400,22.8,0.0
865350000,22.3,0.0
865353600,21.8,0.0
865357200,22.0,0.0
865360800,21.6,0.0
865364400,21.4,0.0
865368000,21.4,0.0
865371600,21.4,0.0
865375200,21.5,0.0
865378800,21.8,0.0
865382400,22.8,0.0
865386000,23.8,0.0
865389600,23.9,0.0
865393200,23.1,0.0
865396800,22.1,0.0
865400400,20.9,0.0
865404000,20.8,0.0
865407600,20.8,0.0
865411200,20.9,0.0
865414800,21.5,0.0
865418400,21.1,0.0
865422000,20.7,0.0
865425600,20.7,0.0
865429200,21.0,0.0
865432800,20.4,0.0
865436400,17.8,2.5
865440000,18.2,0.0
865443600,18.3,0.0
865447200,18.0,0.0
865450800,17.4,0.0
865454400,17.6,0.0
865458000,18.8,0.0
865461600,20.8,0.0
865465200,23.2,0.0
865468800,24.9,0.0
865472400,25.5,0.0
865476000,26.8,0.0
865479600,25.6,0.0
865483200,25.1,0.0
865486800,25.4,0.0
865490400,26.0,0.0
865494000,25.6,0.0
865497600,25.3,0.0
865501200,23.8,0.0
865504800,23.2,0.0
865508400,22.6,0.0
865512000,22.3,0.0
865515600,21.4,0.0
865519200,21.1,0.0
865522800,21.7,0.0
865526400,21.3,0.0
865530000,21.6,0.0
865533600,20.2,0.0
865537200,19.8,0.0
865540800,19.5,0.0
865544400,19.8,0.0
865548000,19.7,0.0
865551600,19.3,0.0
865555200,19.3,0.5
865558800,19.6,0.5
865562400,19.9,0.0
865566000,20.6,0.0
865569600,21.2,0.0
865573200,21.4,0.0
865576800,21.8,0.0
865580400,21.4,0.0
865584000,17.2,10.5
865587600,17.9,1.0
865591200,17.3,0.0
865594800,17.6,0.0
865598400,17.4,0.0
865602000,17.3,0.0
865605600,17.4,0.0
865609200,16.9,0.0
865612800,17.6,0.0
865616400,16.6,0.0
865620000,16.9,0.0
865623600,16.5,0.0
865627200,16.4,0.0
865630800,16.7,0.0
865634400,18.4,0.0
865638000,19.1,0.0
865641600,21.3,0.0
865645200,22.6,0.0
865648800,23.6,0.0
865652400,24.2,0.0
865656000,24.6,0.0
865659600,24.1,0.0
865663200,23.8,0.0
865666800,23.5,0.0
865670400,22.9,0.0
865674000,22.5,0.0
865677600,21.6,0.0
865681200,21.1,0.0
865684800,20.8,0.0
865688400,20.5,0.0
865692000,20.2,0.0
865695600,19.7,0.0
865699200,19.6,0.0
865702800,20.2,0.0
865706400,19.1,0.0
865710000,18.7,0.0
865713600,18.5,0.0
865717200,18.3,0.0
865720800,19.2,0.0
865724400,19.5,0.0
865728000,20.1,0.0
865731600,20.9,0.0
865735200,20.7,0.0
865738800,20.5,0.0
865742400,20.1,0.0
865746000,19.7,0.0
865749600,19.5,0.0
865753200,18.8,0.0
865756800,18.7,0.0
865760400,17.9,0.0
865764000,17.8,0.0
865767600,16.7,0.0
865771200,16.4,0.0
865774800,16.6,0.0
865778400,16.2,0.0
865782000,15.1,0.0
865785600,14.9,0.0
865789200,14.4,0.0
865792800,13.9,0.0
865796400,13.7,0.5
865800000,13.7,0.0
865803600,13.8,0.0
865807200,14.3,0.0
865810800,14.3,0.0
865814400,14.8,0.0
865818000,14.8,2.0
865821600,15.2,2.5
865825200,15.4,2.5
865828800,15.6,3.0
865832400,15.8,3.5
865836000,16.3,1.0
865839600,16.8,0.5
865843200,17.1,0.0
865846800,17.3,0.0
865850400,17.4,0.0
865854000,17.4,1.0
865857600,17.6,1.5
865861200,17.7,1.0
865864800,17.7,3.0
865868400,17.8,3.5
865872000,17.3,4.0
865875600,17.6,2.0
865879200,17.2,1.5
865882800,17.1,0.5
865886400,17.2,0.0
865890000,17.9,0.0
865893600,19.0,0.0
865897200,21.5,0.0
865900800,23.4,0.0
865904400,24.2,0.0
865908000,25.8,0.0
865911600,26.7,0.0
865915200,27.1,0.0
865918800,27.5,0.0
865922400,26.1,0.0
865926000,25.8,0.0
865929600,26.1,0.0
865933200,24.8,0.0
865936800,24.4,0.0
865940400,23.4,0.0
865944000,23.1,0.0
865947600,23.0,0.0
865951200,23.0,0.0
865954800,22.3,0.0
865958400,21.4,0.0
865962000,20.2,0.0
865965600,20.1,0.0
865969200,19.0,0.0
865972800,19.3,0.0
865976400,18.6,1.0
865980000,18.1,0.0
865983600,17.8,0.5
865987200,18.0,0.0
865990800,17.7,0.5
865994400,17.4,0.0
865998000,17.4,1.0
866001600,18.0,1.0
866005200,17.9,0.0
866008800,18.8,0.0
866012400,18.6,0.0
866016000,18.7,0.0
866019600,19.0,0.0
866023200,18.8,0.0
866026800,18.8,0.0
866030400,18.8,0.0
866034000,18.4,0.0
866037600,18.4,0.0
866041200,18.5,0.0
866044800,18.4,0.0
866048400,18.4,0.0
866052000,18.4,0.0
866055600,18.1,0.0
866059200,18.2,0.0
866062800,18.1,0.0
866066400,19.0,0.0
866070000,19.7,0.0
866073600,20.9,0.0
866077200,23.6,0.0
866080800,23.8,0.0
866084400,25.0,0.0
866088000,24.9,0.0
866091600,25.2,0.0
866095200,25.4,0.0
866098800,25.2,0.0
866102400,24.7,0.0
866106000,24.6,0.0
866109600,22.8,0.0
866113200,21.3,0.0
866116800,20.4,0.0
866120400,19.7,0.0
866124000,19.1,0.0
866127600,19.0,0.0
866131200,19.0,0.0
866134800,18.8,0.0
866138400,18.7,0.0
866142000,18.6,0.0
866145600,18.8,0.0
866149200,18.9,0.0
866152800,20.5,0.0
866156400,21.0,0.0
866160000,23.0,0.0
866163600,24.4,0.0
866167200,25.5,0.0
866170800,25.2,0.0
866174400,26.1,0.0
866178000,26.4,0.0
866181600,24.9,0.0
866185200,24.9,0.0
866188800,23.7,0.0
866192400,23.4,0.0
866196000,23.3,0.0
866199600,22.5,0.0
866203200,21.5,0.0
866206800,20.8,0.0
866210400,19.8,0.0
866214000,19.7,0.0
866217600,19.5,0.0
866221200,19.6,0.0
866224800,19.1,0.0
866228400,19.0,0.0
866232000,18.9,0.0
866235600,19.4,0.0
866239200,21.2,0.0
866242800,21.9,0.0
866246400,23.8,0.0
866250000,24.1,0.0
866253600,24.7,0.0
866257200,25.3,0.0
866260800,26.8,0.0
866264400,27.4,0.0
866268000,27.5,0.0
866271600,26.3,0.0
866275200,26.3,0.0
866278800,26.0,0.0
866282400,23.4,0.0
866286000,22.0,0.0
866289600,21.7,0.0
866293200,21.7,0.0
866296800,21.6,0.0
866300400,21.6,0.0
866304000,21.5,0.0
866307600,20.9,0.0
866311200,20.7,0.0
866314800,21.0,0.0
866318400,20.8,0.0
866322000,21.5,0.0
866325600,22.5,0.0
866329200,23.3,0.0
866332800,24.2,0.0
866336400,25.3,0.0
866340000,26.6,0.0
866343600,25.9,0.0
866347200,26.1,0.0
866350800,26.1,0.0
866354400,25.4,0.0
866358000,25.0,0.0
866361600,24.2,0.0
866365200,24.4,0.0
866368800,23.2,0.0
866372400,22.5,0.0
866376000,21.9,0.0
866379600,21.9,0.0
866383200,21.7,0.0
866386800,20.7,0.0
866390400,19.8,0.0
866394000,20.9,0.0
866397600,20.9,0.0
866401200,20.7,0.0
866404800,20.5,0.0
866408400,20.8,0.0
866412000,21.7,0.0
866415600,23.1,0.0
866419200,23.8,0.0
866422800,25.1,0.0
866426400,24.5,0.0
866430000,25.5,0.0
866433600,25.0,0.0
866437200,25.2,0.0
866440800,25.0,0.0
866444400,25.3,0.0
866448000,24.5,0.0
866451600,22.9,0.0
866455200,20.5,0.0
866458800,19.8,0.0
866462400,19.2,0.0
866466000,19.5,0.0
866469600,18.8,0.0
866473200,19.0,0.0
866476800,18.9,0.0
866480400,19.4,0.0
866484000,19.6,0.0
866487600,19.8,0.0
866491200,20.2,0.0
866494800,20.3,0.0
866498400,20.6,0.0
866502000,21.1,0.0
866505600,22.8,0.0
866509200,23.5,0.0
866512800,23.4,0.0
866516400,25.0,0.0
866520000,24.6,0.0
866523600,24.6,0.0
866527200,24.0,0.0
866530800,23.7,0.0
866534400,23.1,0.0
866538000,22.5,0.0
866541600,21.8,0.0
866545200,21.1,0.0
866548800,20.4,0.0
866552400,20.2,0.0
866556000,20.2,0.0
866559600,20.0,0.0
866563200,19.7,0.0
866566800,19.9,0.0
866570400,19.7,0.0
866574000,19.4,0.0
866577600,19.5,0.0
866581200,19.9,0.0
866584800,20.2,0.0
866588400,20.4,0.0
866592000,20.8,0.0
866595600,20.9,0.0
866599200,21.3,0.0
866602800,21.9,0.0
866606400,22.1,0.0
866610000,22.0,0.0
866613600,21.2,1.0
866617200,20.8,1.0
866620800,20.6,0.5
866624400,20.2,0.5
866628000,20.4,0.5
866631600,20.1,1.5
866635200,20.3,1.5
866638800,20.4,1.0
866642400,20.3,0.5
866646000,20.6,0.0
866649600,20.6,0.0
866653200,20.5,1.0
866656800,20.6,0.5
866660400,20.3,1.0
866664000,20.2,0.5
866667600,20.3,0.0
866671200,20.8,0.0
866674800,21.1,0.0
866678400,22.6,0.0
866682000,23.7,0.0
866685600,24.7,0.0
866689200,25.3,0.0
866692800,26.1,0.0
866696400,25.2,0.0
866700000,25.0,0.0
866703600,24.9,0.0
866707200,25.0,0.0
866710800,24.5,0.0
866714400,23.9,0.0
866718000,22.9,0.0
866721600,23.2,0.0
866725200,23.1,0.0
866728800,23.4,0.0
866732400,23.4,0.0
866736000,23.1,0.0
866739600,22.2,0.5
866743200,22.3,0.0
866746800,21.5,3.0
866750400,21.5,5.5
866754000,21.8,8.5
866757600,23.2,6.5
866761200,24.1,5.0
866764800,24.7,0.5
866768400,25.1,0.5
866772000,25.2,0.5
866775600,23.8,15.0
866779200,23.6,15.0
866782800,23.1,11.0
866786400,22.6,9.5
866790000,23.6,0.5
866793600,24.3,0.0
866797200,24.8,0.0
866800800,24.7,0.0
866804400,25.1,0.0
866808000,25.0,0.0
866811600,25.0,0.0
866815200,24.8,0.0
866818800,24.6,0.0
866822400,24.4,0.0
866826000,24.3,0.0
866829600,24.1,0.0
866833200,22.9,0.0
866836800,22.1,0.0
866840400,24.5,0.0
866844000,26.8,0.0
866847600,27.3,0.0
866851200,27.5,0.0
866854800,29.8,0.0
866858400,30.4,0.0
866862000,29.3,0.0
866865600,28.8,0.0
866869200,28.7,0.0
866872800,29.1,0.0
866876400,29.3,0.0
866880000,28.3,0.0
866883600,26.6,0.0
866887200,26.3,0.0
866890800,25.2,0.0
866894400,25.0,0.0
866898000,22.5,0.5
866901600,21.2,2.0
866905200,21.3,0.0
866908800,20.5,0.0
866912400,20.3,0.0
866916000,20.5,0.0
866919600,19.8,0.5
866923200,19.5,1.5
866926800,19.5,1.0
866930400,20.1,1.0
866934000,20.7,0.0
866937600,21.2,0.0
866941200,21.7,0.0
866944800,22.4,0.0
866948400,23.4,0.0
866952000,23.4,0.0
866955600,23.7,0.0
866959200,23.6,0.0
866962800,23.4,0.0
866966400,23.4,0.0
866970000,22.7,0.0
866973600,22.4,0.0
866977200,21.9,0.0
866980800,21.6,0.0
866984400,21.6,0.0
866988000,21.6,0.0
866991600,21.6,0.0
866995200,21.5,0.0
866998800,21.4,0.0
867002400,21.4,0.0
867006000,21.4,0.0
867009600,21.5,0.0
867013200,21.2,0.0
867016800,21.5,0.0
867020400,21.6,0.0
867024000,21.9,0.0
867027600,21.7,0.0
867031200,21.4,1.0
867034800,21.9,0.0
867038400,22.6,0.0
867042000,23.1,0.0
867045600,23.9,0.0
867049200,24.0,0.0
867052800,23.8,0.0
867056400,23.0,0.0
867060000,22.8,0.0
867063600,22.6,0.0
867067200,22.1,0.0
867070800,21.6,0.0
867074400,21.0,0.0
867078000,20.7,0.0
867081600,20.1,0.0
867085200,20.0,0.0
867088800,19.7,0.0
867092400,20.0,0.0
867096000,19.9,0.0
867099600,20.8,0.0
867103200,22.5,0.0
867106800,23.7,0.0
867110400,24.4,0.0
867114000,25.1,0.0
867117600,26.8,0.0
867121200,27.9,0.0
867124800,28.3,0.0
867128400,29.5,0.0
867132000,28.8,0.0
867135600,28.1,0.0
867139200,27.7,0.0
867142800,26.1,0.0
867146400,25.4,0.0
867150000,24.5,0.0
867153600,24.3,0.0
867157200,23.5,0.0
867160800,23.5,0.0
867164400,23.1,0.0
867168000,22.5,0.0
867171600,22.2,0.0
867175200,21.8,0.0
867178800,21.6,0.0
867182400,21.6,0.0
867186000,22.7,0.0
867189600,23.5,0.0
867193200,25.0,0.0
867196800,25.0,0.0
867200400,26.3,0.0
867204000,28.2,0.0
867207600,28.5,0.0
867211200,29.9,0.0
867214800,29.4,0.0
867218400,28.5,0.0
867222000,29.0,0.0
867225600,29.1,0.0
867229200,27.4,0.0
867232800,26.1,0.0
867236400,25.9,0.0
867240000,25.2,0.0
867243600,25.0,0.0
867247200,25.2,0.0
867250800,24.6,0.0
867254400,24.3,0.0
867258000,24.3,0.0
867261600,24.2,0.0
867265200,24.4,0.0
867268800,24.3,0.0
867272400,24.4,0.0
867276000,25.4,0.0
867279600,27.2,0.0
867283200,29.5,0.0
867286800,30.9,0.0
867290400,31.2,0.0
867294000,31.3,0.0
867297600,30.2,0.0
867301200,31.1,0.0
867304800,31.2,0.0
867308400,30.2,0.0
867312000,29.6,0.0
867315600,28.6,0.0
867319200,27.4,0.0
867322800,26.9,0.0
867326400,26.2,0.0
867330000,26.2,0.0
867333600,25.8,0.0
867337200,25.6,0.0
867340800,25.5,0.0
867344400,25.1,0.0
867348000,24.9,0.0
867351600,24.6,0.0
867355200,24.5,0.0
867358800,25.0,0.0
